000009503 Gatza, Marene 3.67 2021
169877228 Glorioso, Guang 1.91 2019
169883852 Stockstill, Neus 0.09 2021
169886005 Deforge, Ranulfo 0.29 2022
169893233 Teaff, Mariem 1.58 2021
169898725 Appel, Severin 3.57 2019
169901665 Olsby, Mi 1.08 2021
169909547 Part, Yihua 4.31 2022
169913048 Guffey, Carie 2.12 2021
169923612 Baldenegro, Som 4.41 2021
169924979 Allnutt, Mandica 4.10 2020
169928629 Tesoro, Evedasto 0.92 2020
169931472 Renfrew, Safuan 2.66 2022
169943935 Peacy, Jesse 2.57 2020
169949355 Marcoline, Alexa 3.78 2021
169957969 Deboer, Pierangelo 2.98 2018
169959947 Drivers, Karina 4.16 2020
169963064 Gonsales, Hibernon 3.65 2019
169964023 Lataquin, Purisima 3.40 2021
169967100 Casivant, Monty 3.33 2021
169972164 Tereska, Orfelia 4.33 2018
169976504 Maidens, Carlton 1.83 2018
169992280 Yax, Fuente 4.09 2018
169994595 Fontane, Thiago 2.96 2022
169997696 Salzano, Ziortza 1.80 2018
170012549 Canterberry, Vicencio 3.67 2022
170043095 Protano, Atik 3.16 2018
170048518 Marcott, Suad 3.74 2021
170056471 Blumenschein, Martino 3.24 2021
170067854 Moncier, Shuyan 2.38 2020
170069782 Dunnam, Hiniesta 1.80 2019
170080287 Jakupcak, Lawanna 3.58 2018
170081500 Fabin, Iver 0.50 2018
170083989 Desolier, Jianming 2.65 2020
170085922 Lantagne, Delicias 1.79 2021
170100062 Rupnick, Pilar 4.20 2018
170116542 Katzen, Gleb 2.06 2019
170125356 Joelson, Shirleen 1.23 2019
170162032 Romanchuk, Safa 4.46 2020
170195137 Carouthers, Begum 4.86 2020
170200946 Stiver, Rahama 0.29 2021
170206562 Goessl, Miladin 2.68 2022
170211138 Cucino, Pergentina 1.26 2018
170230716 Lisena, Myron 1.13 2021
170230773 Heininger, Zhifeng 4.94 2019
170241631 Mclagan, Aureli 4.58 2021
170271282 Barco, Assiya 3.74 2020
170277862 Neifer, Brunella 2.83 2018
170281157 Annabel, Titina 4.85 2020
170292240 Castricone, Essadik 2.21 2021
170295193 Daddio, Karlo 3.75 2018
170301281 Peavy, Min 1.86 2020
170310729 Itson, Salvina 4.89 2020
170343229 Kebort, Yaquelin 2.80 2021
170368670 Dyron, Tao 1.59 2018
170374579 Cossett, Ouissal 4.33 2021
170380635 Medious, Gabija 1.54 2021
170382506 Slawter, Baha 1.69 2020
170383107 Zenon, Daphine 3.64 2018
170388907 Partipilo, Prakash 2.44 2018
170389812 Carta, Annas 4.13 2020
170390881 Wiltsey, Carlotta 2.80 2020
170398152 Samlal, Dakota 1.19 2018
170414943 Boisuert, Lucero 4.64 2019
170418719 Skobiak, Anzelika 1.51 2021
170441373 Bluford, Neal 2.79 2021
170473161 Swenor, Yuliyan 1.77 2018
170492192 Bradford, Weiyong 1.48 2022
170494705 Dalbeck, Ilune 1.20 2021
170510000 Hinton, Djeneba 1.56 2021
170520313 Alrich, Ranbir 1.01 2022
170561119 Fecto, Gaylene 2.07 2019
170569811 Demesa, Jianwu 2.06 2020
170574249 Slavens, Wim 3.15 2020
170597775 Seedorf, Aroma 0.59 2020
170600253 Mcmanus, Moshe 1.68 2020
170602321 Kolwyck, Jon 1.66 2021
170618255 Hebets, Anjum 0.48 2018
170627469 Dicus, Roly 0.91 2021
170646455 Edner, Gergina 2.69 2019
170652384 Aviles, Jaciara 0.51 2018
170661573 Walner, Gwyn 2.46 2021
170704052 Matteis, Oulaid 2.81 2018
170707676 Braucks, Lashawna 4.94 2018
170710815 Groch, Monsef 3.67 2018
170717267 Yusko, Dayanis 4.00 2020
170729207 Ting, Yoshie 2.28 2019
170729678 Rezendes, Carrie 3.06 2021
170739194 Bollie, Madicke 0.18 2018
170741992 Westhoff, Khachik 4.03 2021
170743942 Reaume, Najam 2.04 2020
170763130 Scheidegger, Yago 1.89 2018
170784043 Mckoon, Andrey 4.71 2019
170797720 Carre, Taira 1.84 2019
170817063 Blitz, Aleix 2.20 2022
170819352 Canzio, Ove 1.08 2022
170819612 Lachowsky, Willetta 2.11 2018
170822846 Zwiefelhofer, Aser 2.83 2020
170829746 Ruehter, Tyson 1.00 2019
170834959 Tenerowicz, Lucky 3.06 2021
170835371 Manrique, Tonka 0.20 2019
170836044 Fenn, Ceola 0.90 2021
170860190 Wohlfahrt, Abul 4.69 2022
170879337 Fansher, Terrie 1.38 2021
170886788 Distin, Mui 3.64 2021
170890438 Gobrecht, Floriano 4.70 2019
170934931 Ferrales, Aiara 2.38 2020
170935156 Siptak, Shari 3.10 2022
170954999 Widick, Matilde 1.15 2018
170961546 Rockett, Nikoloz 4.29 2019
170968681 Califf, Nair 1.33 2019
170971983 Zieglen, Samarita 1.11 2020
170971221 Teschner, Querubin 4.91 2019
170986760 Chubbs, Cammy 1.88 2018
170989728 Kishi, Aurita 1.73 2020
170994988 Forrister, Talia 0.40 2020
171013613 Donat, Landelino 2.20 2019
171013727 Hasak, Hajer 2.48 2022
171025882 Sarni, Nadifa 0.74 2019
171033376 Kopacz, Xiaole 4.29 2018
171036652 Horeth, Kisha 1.34 2020
171047513 Wulf, Yasiel 3.24 2018
171050290 Faulks, Yufeng 2.98 2019
171051705 Melnick, Mikaela 3.16 2018
171055743 Andrada, Hamna 3.84 2021
171087816 Kaiwi, Gagik 4.74 2019
171088006 Tagami, Tashina 4.29 2018
171093845 Croslin, Massira 3.50 2018
171102875 Burdis, Hosea 4.97 2020
171106482 Forren, Tuan 4.57 2019
171114677 Skibbe, Ute 2.06 2019
171128053 Millhouse, Hermita 3.48 2020
171134310 Beshara, Hassan 4.77 2019
171141550 Cavalli, Endika 4.06 2019
171147213 Naumoff, Dodie 4.79 2019
171148431 Takara, Lhoucine 1.31 2021
171156269 Fotheringham, Kristie 1.25 2018
171163683 Chapmon, Geminiano 3.09 2018
171164573 Houtz, Ellamae 0.45 2019
171166291 Rauchwerger, Yamiley 1.02 2020
171180327 Colop, Jarod 0.25 2019
171181879 Husni, Dora 0.92 2021
171185778 Apperson, Mazatl 3.77 2020
171196457 Poter, Jovino 0.33 2020
171218282 Meggett, Suyog 2.36 2022
171218488 Lyme, Benjami 4.43 2019
171219093 Pasey, Mhammed 0.91 2019
171235791 Derizzio, Yanitsa 4.25 2018
171236321 Eekhoff, Suyapa 0.28 2022
171237988 Mccandlish, Lin 2.69 2019
171276495 Tustin, Jeaneth 3.87 2018
171286129 Scarritt, Yunaisy 3.15 2020
171313157 Luttrell, Janat 3.03 2022
171318005 Horgan, Liang 4.23 2022
171340101 Ertelt, Zuhaitz 4.50 2021
171346488 Spaur, Mihalache 3.17 2018
171351274 Dibrito, Mahmood 4.83 2022
171352037 Sigley, Haroa 2.41 2021
171363941 Pillion, Carmela 2.72 2022
171376358 Loyborg, Isael 0.09 2020
171377927 Wanders, Gintautas 1.00 2022
171379053 Reker, Elden 2.47 2021
171381212 Salzwedel, Victorio 0.08 2020
171391509 Fricke, Oretha 0.95 2022
171405575 Netters, Luzdivino 1.20 2022
171407283 Serey, Tonny 3.41 2020
171411006 Nishio, Svenja 3.97 2018
171417009 Hinkston, Hilary 2.73 2019
171427536 Scialdone, Ashleigh 0.10 2022
171434438 Maroon, Patria 0.89 2021
171441595 Skafidas, Astika 1.93 2018
171455896 Shannon, Kenai 1.55 2018
171456956 Mcilwraith, Brendan 1.20 2022
171457739 Bachrodt, Expiracion 4.47 2018
171467416 Garmoe, Arane 0.09 2020
171483108 Meger, Coulibaly 3.84 2022
171491043 Dresbach, Izhan 0.76 2018
171493881 Guiterez, Naji 1.24 2019
171494551 Namey, Maple 1.65 2022
171509000 Bramble, Roseli 4.88 2019
171518428 Shemwell, Zenia 4.60 2018
171523358 Geringer, Vladimiro 2.47 2022
171528004 Flint, Ressie 0.11 2018
171556835 Rueck, Terencio 3.52 2020
171591199 Aguele, Victoriya 0.97 2020
171608406 Cran, Brando 1.09 2019
171612936 Riedmayer, Reis 3.15 2018
171615835 Engberg, Mirene 3.66 2020
171617206 Piechocki, Krysten 2.46 2018
171617328 Granzin, Ekaterina 3.29 2021
171637119 Halek, Roxanna 4.99 2020
171641245 Ferdico, Ganesh 3.43 2019
171677447 Brandenberger, Virgili 3.68 2018
171685404 Brierly, Dusti 3.94 2022
171686770 Tellio, Alize 1.26 2021
171691819 Armstead, Fikri 2.65 2021
171691073 Kaywood, Ioseba 1.41 2020
171701698 Omary, Yusara 0.07 2019
171707204 Cheeseman, Iomara 1.66 2019
171728250 Ruley, Jugatx 2.73 2022
171730147 Watchorn, Carmella 2.60 2021
171736949 Iannucci, Dieguina 2.18 2022
171787211 Dodge, Iozsef 0.97 2022
171788520 Snyders, Shiyong 4.93 2018
171790926 Bouldin, Dyan 0.48 2019
171795084 Gautam, Aza 2.50 2018
171804759 Jauss, Absalon 3.55 2019
171808668 Lykke, Safuan 1.95 2021
171813339 Avilar, Ammar 0.05 2019
171819909 Maco, Chiara 4.98 2019
171832942 Haymes, Hermoso 1.05 2021
171842302 Cutrera, Devorah 4.45 2021
171862480 Shopbell, Randall 1.08 2018
171866391 Betzold, Dzianis 4.75 2019
171883408 Millette, Geertje 3.70 2021
171895153 Tenbusch, Cibran 4.87 2020
171914535 Sylvester, Fleta 2.17 2018
171932316 Garbin, Suliman 1.63 2021
171941009 Kurk, Kornelia 3.42 2021
171943099 Camarero, Eiharne 3.83 2018
171963711 Francia, Daina 0.54 2021
171974115 Arquelles, Walid 2.96 2022
171983253 Reyez, Binetou 3.85 2020
171989292 Christi, Elanor 3.47 2022
171993425 Winks, Filip 2.59 2019
171995521 Vallentine, Angila 1.69 2018
171996566 Zelinski, Liyu 1.46 2019
172009955 Certain, Yaron 4.91 2019
172010781 Armlin, Alistair 0.24 2021
172017610 Doswell, Ashot 1.71 2018
172035867 Dente, Aitz 3.51 2022
172041653 Kuchem, Zaim 2.58 2022
172057275 Swiss, Zlatko 0.54 2022
172060499 Chrysler, Sixta 2.23 2018
172062511 Derks, Vencislav 3.11 2018
172065024 Macallister, Yadhira 1.68 2022
172071600 Carston, Deisi 4.57 2018
172083404 Trejos, Brianda 3.37 2020
172084613 Goulbourne, Aleh 2.16 2022
172086187 Rattana, Adargoma 0.01 2019
172107470 Starks, Lloyd 1.42 2020
172108238 Gagliardo, Nita 2.02 2021
172130160 Asiello, Rosaline 2.85 2022
172155382 Seymer, Britta 0.28 2022
172160095 Soltmann, Gizela 3.88 2021
172172301 Sannutti, Melek 4.06 2020
172172227 Newyear, Terencia 1.84 2020
172173060 Pelman, Parmenio 2.87 2018
172174241 Wenrich, Iurgi 3.98 2020
172189453 Fellars, Ahlalia 3.29 2022
172196623 Cywinski, Karlo 3.03 2018
172221248 Kanz, Drame 1.99 2020
172227045 Scriven, Justiniano 4.68 2018
172235584 Hoist, Sunshine 3.61 2018
172248815 Vecchi, Jaswant 3.28 2019
172262391 Shambrook, Wai 1.68 2020
172274981 Tatu, Valentina 4.89 2021
172280184 Pribyl, Katherin 3.87 2022
172299743 Behning, Arame 2.61 2022
172300217 Cereghino, Breanna 3.94 2019
172305456 Scheidt, Wissal 1.12 2019
172340804 Heimlich, Abdelouahed 2.15 2019
172343501 Chessher, Goio 0.97 2022
172357448 Cabugos, Ermelinda 1.40 2020
172358722 Selfridge, Silvio 2.25 2022
172404684 Servais, Grigore 0.02 2021
172404443 Shofestall, Myrl 4.62 2019
172423547 Kloepper, Gurvinder 2.74 2022
172424690 Spring, Lisardo 2.71 2020
172434509 Gunderson, Blanche 1.22 2021
172440805 Mrozek, Vidalina 2.89 2021
172454351 Caneza, Anaya 0.34 2019
172458458 Quails, Maksims 2.09 2021
172466164 Hayth, Rubin 3.17 2019
172468924 Rameres, Rhut 1.14 2021
172489632 Babauta, Isis 2.11 2019
172492586 Rothell, Salwa 4.52 2021
172503536 Hariri, Breanna 3.35 2019
172511935 Cowart, Navjot 2.24 2022
172515818 Dray, Georgianne 2.34 2021
172522946 Denison, Anacleta 3.06 2019
172538334 Moulder, Gul 1.34 2020
172540918 Cary, Darleen 0.06 2022
172541397 Heit, Nicholas 4.45 2019
172548408 Edris, Kasem 2.22 2021
172548993 Slye, Abderezak 0.08 2018
172549181 Kraskouskas, Felton 1.60 2021
172553259 Alagna, Christel 2.84 2022
172556185 Degarmo, Mouad 3.59 2022
172566199 Miyose, Xiaoming 0.54 2018
172566504 Desrocher, Mayi 4.52 2022
172576200 Carrizo, Zack 4.40 2019
172584824 Nisbet, Rosilene 4.31 2021
172598447 Darroch, Argenis 1.50 2019
172601565 Rambin, Serezade 3.04 2022
172615239 Limas, Urtzi 4.69 2018
172617798 Kamnik, Jinlian 0.42 2020
172626067 Messinger, Amrit 2.06 2018
172628378 Dapoz, Oury 4.74 2022
172631111 Yocum, Miren 0.30 2020
172637714 Lauchaire, Radostina 4.11 2019
172644626 Blumstein, Geny 0.02 2018
172654144 Glassey, Ponç 0.37 2021
172658522 Loyd, Eliseu 2.24 2020
172670932 Spoto, Piedras 2.31 2020
172684136 Narron, Rehan 4.65 2021
172689348 Dural, Pere 0.47 2019
172692389 Bara, Merlin 0.29 2021
172701780 Ballestas, Himad 3.57 2022
172720622 Vant, Friday 3.39 2020
172723952 Tiemann, Rumyanka 1.44 2018
172743384 Kiedrowski, Tammara 0.28 2020
172794602 Morguson, Lorelei 2.44 2021
172794141 Kush, Arafat 4.19 2021
172795124 Hinkel, Emery 0.38 2021
172798074 Batun, Iraides 4.03 2020
172808444 Gonsoulin, Ethyl 0.84 2018
172813167 Auyon, Jeanelle 1.20 2019
172845438 Beutnagel, Hamlet 2.47 2018
172846658 Petric, Dimitrov 0.07 2022
172879243 Tamburo, Marlenny 0.81 2020
172880450 Ivery, Egoitz 2.87 2022
172890494 Gordils, Valeriy 4.10 2019
172901449 Orbison, Bujor 4.84 2019
172902380 Tweddell, Ramon 1.05 2021
172923959 Wilkowitz, Jianxiong 3.04 2022
172944092 Gschwend, Pengcheng 2.38 2022
172956138 Mcquiller, Alenjandro 4.67 2020
172957167 Eckes, Kapil 1.03 2018
172958195 Mlinar, Pelayo 1.84 2019
172962536 Gallimore, Nikolaus 1.96 2022
172969097 Demoney, Stivan 2.73 2019
172986233 Jump, Tawny 2.62 2020
172991983 Parcells, Navia 4.04 2022
172996309 Catalanotto, Gharib 4.51 2020
173003347 Leitze, Moulay 1.01 2022
173005217 Balent, Gediminas 4.82 2021
173052339 Hagood, Uxua 1.48 2018
173052714 Yerry, Aroma 1.41 2018
173087602 Priore, Rokhaya 4.43 2020
173117297 Friedberg, Ardiel 3.60 2019
173193781 Rens, Hongliang 3.62 2020
173194167 Voner, Deidamia 1.47 2018
173198514 Matsuhara, Corneliu 4.70 2022
173231769 Ladd, Laudelina 3.12 2019
173237792 Boender, Kamile 4.09 2019
173240811 Goris, Cielo 2.68 2019
173242634 Bogosh, Liber 3.29 2020
173252460 Sprinzl, Abdelghani 4.85 2018
173267504 Hochstetler, Apolinar 4.30 2022
173270728 Brendon, Bojan 0.46 2018
173278151 Aikin, Urbelina 1.58 2021
173295573 Swefford, Dinora 3.27 2020
173300906 Veloso, Fousseyni 1.37 2021
173306871 Wedgeworth, Gregor 2.44 2019
173316667 Monfort, Surjit 2.72 2021
173337491 Eliott, Rico 4.62 2020
173372784 Braue, Alsira 4.06 2020
173384388 Tisue, Nazarica 0.44 2018
173388297 Menjares, Angelines 2.43 2019
173391496 Fingerson, Viktor 1.96 2020
173399925 Penaherrera, Cel 1.23 2021
173414078 Haas, Vernie 0.32 2019
173427978 Sprygada, Raid 3.47 2021
173430345 Agudelo, Kaixin 3.26 2022
173433230 Cervantes, Anatoly 4.86 2021
173434318 Koziel, Heng 2.73 2018
173437569 Fairbank, Daine 0.08 2019
173457035 Going, Eliott 2.82 2018
173459419 Massena, Berniece 4.68 2020
173485825 Shellhamer, Nosair 0.79 2018
173492669 Hovelson, Nandini 1.62 2019
173505752 Sane, Geovana 4.30 2021
173507422 Magouliotis, Milagro 4.06 2022
173514713 Ahr, Tera 2.97 2022
173518794 Nicolais, Christal 0.76 2019
173526429 Oesterling, Janira 2.07 2020
173545665 Andrzejczyk, Zhongmin 2.52 2018
173561753 Amerman, Tahir 1.42 2020
173561053 Grupe, Sumera 4.99 2022
173570245 Kina, Elenor 3.65 2021
173572421 Kauo, Josee 1.65 2019
173576287 Worsell, Dativo 0.87 2019
173583847 Tomash, Yuko 2.72 2022
173598464 Crisci, Oyvind 1.72 2021
173599607 Dittrich, Badri 1.57 2021
173611159 Naputi, Delfino 2.08 2021
173618555 Aper, Thi 3.70 2018
173626199 Kuban, Ismahane 2.05 2022
173631462 Blackmer, Peifen 4.06 2018
173635469 Klinnert, Anouk 2.63 2018
173641939 Lonneman, Cezar 4.11 2019
173644931 Luloff, Claribel 2.17 2020
173647133 Gillming, Noreen 0.75 2021
173649085 Lungstrom, Doreatha 4.25 2020
173650205 Dargan, Yannis 1.15 2021
173650337 Mccalvin, Adelaido 1.67 2022
173654800 Phariss, Peio 2.67 2022
173657519 Kellin, Khachatur 3.92 2018
173676988 Wiens, Junfeng 3.62 2022
173679313 Torrado, Habib 2.35 2018
173742196 Bauske, Todor 4.16 2021
173758397 Rundall, Daljeet 1.63 2020
173761288 Rifenbery, Nikhil 3.83 2021
173764110 Higson, Leyre 1.31 2022
173773034 Cheli, Nahomi 3.92 2022
173784976 Fifer, Huan 1.02 2018
173797481 Ignoria, Ulisses 3.79 2020
173810189 Stadtmiller, Gui 1.20 2021
173822242 Glady, Medina 1.95 2022
173824393 Baseman, Muslim 1.85 2021
173831443 Shaikh, Nasser 3.70 2021
173854327 Coenen, Sauc 1.03 2018
173859240 Arenburg, Roshan 1.72 2022
173875938 Pikey, Xairo 1.92 2022
173878762 Konopski, Alesha 0.92 2019
173902036 Stamatopoulos, Zulay 2.79 2020
173908009 Bossard, Salahdine 2.17 2021
173913132 Mandy, Rayhan 2.50 2019
173915746 Kolehmainen, Marciana 1.36 2020
173937976 Bremmer, Younoussa 1.06 2020
173950833 Drossman, Teodomiro 2.22 2019
173953367 Manquero, Luar 4.37 2022
173968521 Avans, Karttikeya 4.56 2021
173972470 Chilcott, Berniece 3.42 2019
173978371 Cratch, Wenceslada 2.23 2022
173999274 Helle, Shay 1.38 2020
174002502 Ermert, Erzsebet 2.03 2019
174032962 Israels, Navin 2.58 2020
174037243 Hornung, Badar 4.38 2021
174057846 Adelson, Duane 3.56 2022
174061132 Beatrice, Sani 0.12 2019
174064570 Kopelman, Wendy 0.90 2019
174077832 Mccarren, Nyuma 4.37 2020
174083550 Rom, Hirune 0.05 2021
174084212 Keas, Verania 1.90 2019
174091207 Mielkie, Laaziza 2.77 2022
174093977 Bockman, Laquita 0.85 2018
174110755 Zwigart, Vesko 2.55 2021
174117736 Kleinsorge, Delfim 1.62 2022
174125678 Bournazian, Xiaole 4.47 2021
174135134 Folley, Masse 3.85 2021
174144377 Hobler, Tore 3.47 2018
174148369 Ginsky, Lahoma 2.02 2018
174166811 Pesante, Fredi 0.45 2022
174168708 Avrett, April 3.08 2022
174174424 Hutten, Kausar 1.86 2018
174179640 Steenrod, Mitzi 2.83 2020
174198923 Lespier, Dahman 1.87 2021
174223146 Piesco, Ravana 3.80 2018
174237095 Jefferds, Blasina 4.01 2020
174239979 Sickel, Diara 0.62 2018
174247636 Wolden, Encina 1.36 2021
174267374 Folds, Valencia 3.99 2022
174270914 Starritt, Iulius 0.37 2021
174296315 Devoss, Alison 4.98 2018
174305343 Dangelo, Ousseynou 1.36 2021
174322245 Otool, Tanesha 3.61 2022
174324414 Schapp, Najiba 3.17 2018
174335195 Bernieri, Trini 0.38 2019
174336631 Lovin, Andrea 1.56 2019
174349518 Minford, Amauri 4.76 2020
174355697 Hasler, Thamar 1.63 2021
174357406 Ballmer, Ullah 2.57 2019
174387014 Callendar, Lohizune 1.80 2021
174409805 Backer, Hachemi 0.01 2018
174411389 Shearman, Opal 3.93 2020
174434303 Kolata, Shakita 1.45 2021
174436586 Bessel, Imara 2.87 2022
174467020 Rickman, Doua 0.90 2019
174498309 Snorden, Polidoro 4.62 2021
174510377 Gilley, Brunella 0.90 2022
174512188 Schoenfeldt, Rida 3.92 2021
174518603 Gambold, Jeniffer 0.50 2019
174521632 Shapin, Agamenon 1.45 2018
174521918 Garbin, Jadwiga 2.01 2020
174522549 Partido, Azan 1.44 2019
174555155 Bulick, Safi 3.19 2018
174562190 Tiro, Stoyko 1.43 2019
174577228 Forgach, Roswitha 0.55 2022
174586964 Hyske, Doralba 1.76 2020
174589386 Chunn, Sharonda 1.53 2018
174591221 Coday, Aivaras 2.96 2018
174601320 Owens, Apolinar 0.16 2022
174618063 Tousey, Khadouja 1.39 2019
174635863 Mateus, Dorinela 1.98 2020
174640568 Poehlein, Fatime 4.82 2019
174655067 Gadbury, Lua 0.93 2018
174659937 Sportsman, Macire 2.45 2022
174662901 Noboa, Catrin 2.09 2018
174667201 Stiefel, Khadidja 3.88 2022
174673496 Hainline, Kostas 2.38 2021
174683498 Salzar, Collene 3.75 2019
174696983 Delagol, Georgy 4.05 2020
174706791 Rennaker, Abdias 2.88 2019
174717619 Korinta, Cielos 3.20 2019
174751862 Dodsworth, Marcy 4.03 2020
174752537 Chum, Sellamia 0.16 2018
174764113 Bozard, Ugo 3.77 2019
174775888 Hogancamp, India 1.06 2019
174795538 Odwyer, Samyra 2.71 2022
174812972 Chilvers, Lon 0.72 2019
174814770 Grupa, Nassar 1.94 2022
174824845 Amidi, Rajaa 3.68 2022
174842838 Lesieur, Safouan 2.95 2022
174846573 Morneau, Karime 2.62 2022
174848343 Risi, Slobodan 0.92 2021
174871940 Bucklew, Nilo 3.38 2020
174896118 Coffie, Miren 3.41 2019
174900079 Doniger, Toumani 4.04 2021
174928211 Poties, Rogelia 1.83 2022
174929841 Eakin, Olaf 3.21 2020
174931643 Heberly, Cian 1.58 2021
174934696 Hoffmeyer, Atta 1.57 2018
174948113 Siner, Khoudia 3.24 2020
174950541 Pala, Josimar 4.76 2022
174955099 Leake, Ursino 0.68 2019
174956064 Licciardi, Iset 2.57 2019
174961486 Hardrick, Jarein 3.82 2022
174962790 Sava, Norene 3.64 2018
174964359 Falck, Herculano 2.67 2021
174969279 Chalker, Krystian 3.86 2020
174982355 Leuenthal, Thi 4.52 2020
174985468 Stolarz, Nela 0.20 2022
175007654 Lenske, Mitra 3.21 2018
175014679 Gouldsberry, Angelov 0.20 2021
175029178 Karagiannes, Charifa 3.57 2022
175029943 Rochlin, Shari 3.83 2018
175058271 Clemen, Cecila 0.56 2020
175072975 Shirvanian, Badayco 1.69 2020
175076676 Win, Golam 3.29 2018
175077406 Hollinshead, Generosa 3.07 2019
175083946 Scudder, Patrizio 1.43 2022
175084944 Tall, Noema 4.74 2022
175085088 Carnie, Liviu 3.64 2018
175120957 Attianese, Adelto 4.06 2018
175125545 Malett, Luther 0.36 2020
175149084 Rosengarten, Hubert 4.73 2022
175153300 Bissonnette, Jairo 0.97 2019
175168089 Swicegood, Ramzi 3.99 2022
175170011 Limoli, Sinforosa 0.60 2019
175182483 Vertrees, Waneta 3.45 2019
175185245 Gardea, Jianqing 4.91 2018
175189165 Loos, Lovie 1.40 2020
175200366 Yehle, Rafik 3.54 2018
175221677 Mendonsa, Salek 2.83 2020
175256766 Meneus, Jehu 0.11 2022
175263312 Loeckle, Jordan 2.18 2018
175267374 Burris, Abelia 5.00 2021
175272566 Belding, Efe 4.31 2018
175275898 Ritell, Korneliya 2.55 2022
175278230 Daggett, Tammy 4.94 2022
175280637 Lagnese, Mahfoud 3.84 2020
175283544 Filkins, Deloras 2.47 2022
175296922 Garfinkle, Elenora 3.42 2022
175330386 Adesso, Rudiger 1.11 2022
175348522 Burwick, Grant 4.37 2022
175367447 Pax, Jianmin 0.94 2019
175369742 Strini, Ailyn 0.14 2020
175386600 Rickels, Jovana 1.26 2022
175390309 Fannon, Abdelhalak 2.16 2021
175390904 Haithcock, Saad 3.49 2019
175391478 Loughnane, Changsheng 3.46 2020
175402082 Gosselin, Atenea 2.63 2021
175412901 Tromley, Guifre 4.73 2020
175415934 Handrick, Kazimiera 4.47 2019
175427162 Skiles, Loria 0.74 2020
175457464 Glahn, Wiame 4.25 2020
175462747 Fluharty, Dwana 4.66 2022
175490813 Uboldi, Anayara 3.85 2020
175505369 Harps, Yorlady 1.19 2019
175508752 Steeb, Mikheil 4.73 2019
175510656 Locante, Joselito 2.94 2020
175519595 Puetz, Tabare 4.96 2020
175532249 Lieske, Zhelyazko 4.15 2018
175541443 Saucier, Kalilou 0.58 2019
175542425 Hockaday, Mourad 2.49 2020
175544372 Roeder, Hermesinda 1.37 2019
175548797 Gilyard, Fouzia 4.87 2022
175550894 Laffitte, Norbert 1.73 2019
175551434 Fedd, Benat 4.94 2020
175561948 Casselman, Ansumana 4.95 2021
175577486 Crummey, Dei 0.70 2020
175579752 Palevic, Rashida 1.43 2021
175598432 Bishel, Coca 4.28 2020
175615972 Brettmann, Iñake 3.02 2019
175635776 Bammon, Venerable 0.80 2019
175638099 Branen, Perfecto 0.82 2022
175645751 Ness, Reena 4.09 2020
175665191 Ashpole, Emilian 3.92 2021
175673990 Nelmark, Enguia 0.91 2022
175688738 Fabiani, Cuifen 1.44 2018
175697459 Fosnaugh, Diva 3.89 2021
175701903 Froid, Hend 0.90 2020
175702748 Neihart, Dorinda 4.87 2018
175714018 Zuclich, Sion 0.09 2020
175716696 Girdner, Lamya 2.02 2018
175717613 Willborn, Maris 0.83 2018
175761545 Gneiser, Marilyn 4.10 2020
175771954 Pickar, Taneka 2.18 2022
175774320 Filpo, Pegerto 1.62 2021
