100000
354709573 Devonshire, Andoni 1.35 2020
567229994 Alattar, Rosaline 1.04 2021
844043224 Bruyn, Aurelio 0.89 2018
432685138 Huntzinger, Maciana 2.62 2020
453114877 Dicara, Nayely 3.64 2018
498155887 Tse, Arusyak 3.66 2019
499847543 Caine, Lilli 0.45 2020
498027209 Kunkleman, Bouchta 1.75 2019
283450353 Yeh, Rubiel 4.46 2019
181541242 Woolery, Shon 0.88 2022
161800638 Files, Ula 1.20 2020
544649889 Begaye, Atiq 3.48 2021
501766326 Mcneeley, Arritxu 3.52 2021
539814731 Gambill, Lijing 0.99 2020
925082455 Sanluis, Xinyao 4.06 2020
273845177 Delvalle, Thurman 3.33 2021
930417798 Wahington, Yasunari 3.71 2021
257286843 Mulryan, Grimanesa 0.16 2020
777361400 Pineda, Mickael 3.10 2021
476143219 Schnieder, Arnaitz 0.82 2020
057653703 Sacco, Ruel 2.14 2018
716125662 Hanke, Fabian 0.39 2019
412174137 Neuhart, Josua 2.78 2022
391928666 Burston, Clair 3.50 2019
209188136 Esterbrook, Bakasura 0.08 2018
055667883 Fung, Mahdia 0.97 2021
615902281 Vizcaino, Drifa 4.70 2022
239706661 Doheny, Reid 2.30 2022
995391177 Bagheri, Bacilia 4.06 2021
930570481 Sobie, Laurette 1.80 2022
862759605 Crago, Rodica 1.39 2018
308733100 Bermea, Belarmino 1.52 2018
218590501 Kaut, Aylin 2.70 2019
658354271 Villaverde, Migel 3.10 2019
392524190 Stanaland, Edur 1.71 2020
340241546 Dungy, Tom 0.95 2021
161514786 Walizer, Vahe 2.93 2022
939027552 Woodroof, Boubker 4.92 2020
362615004 Sebron, Briam 4.83 2022
623510172 Calaf, Janelle 2.87 2019
493795107 Storto, Quico 0.58 2020
756804425 Agpaoa, Doa 2.60 2018
375945727 Bashi, Berezi 1.47 2020
618739721 Zekria, Ibeth 3.39 2018
586532139 Willhoite, Anta 4.02 2019
167614675 Auces, Laureen 0.97 2018
302445407 Legleu, Soraima 3.18 2018
015405457 Bernardini, Apolonio 4.77 2018
376011735 Goldstock, Fabio 0.98 2018
343595443 Furnish, Nadaya 4.72 2018
158686737 Huls, Belhaj 1.62 2022
853346099 Dossie, Goldie 4.44 2019
083609748 Brandwein, Olin 1.55 2022
982243889 Gilleland, Reynier 1.16 2021
682294111 Marmerchant, Sampedro 1.84 2019
743743377 Hunsley, Nevenka 0.66 2020
107570614 Gungor, Raye 1.74 2020
869330592 Harary, Khaira 3.72 2018
300912554 Drube, Josphine 4.45 2022
426787201 Wisely, Apolonia 1.11 2021
380253836 Berhalter, Rocio 4.63 2019
821706445 Halo, Nasreddine 0.08 2021
179503584 Cotman, Chafiaa 3.05 2020
347364238 Kurowski, Naia 2.18 2021
834224732 Mathisen, Domitilo 1.98 2019
282542495 Bissol, Irma 3.54 2021
817118784 Seniff, Israel 4.01 2018
800359958 Gluth, Asier 0.05 2019
637615659 Carraher, Urbez 1.68 2020
593689856 Harless, Grisela 3.67 2019
812056040 Leek, Theodoros 1.94 2020
173432712 Cozort, Gentza 3.55 2018
131700187 Paraz, Dolly 1.85 2020
156652242 Rizal, Marcial 4.41 2020
165073839 Shain, Dombina 4.47 2020
846733267 Pecanty, Joudia 4.11 2019
228424819 Lubic, Miren 4.68 2018
760818606 Brazee, Yuvraj 2.30 2021
841439763 Brison, Bekkaye 0.90 2019
458387362 Haydon, Buenaventura 4.40 2021
279975874 Balderas, Rodion 3.10 2022
447462324 Watley, Monsalud 1.77 2020
164894714 Crisco, Flavius 4.35 2021
424977430 Roscow, Joseba 4.52 2022
756707127 Mcgunnis, Eliana 0.57 2021
807657462 Mazurk, Esperanza 1.24 2020
571177756 Dambrosi, Humbelina 2.59 2018
157825315 Rodman, Petruta 3.33 2020
022559964 Bowlby, Segio 3.57 2022
885482651 Jeanquart, Maricela 0.23 2018
266940563 Kozel, Naveeda 2.51 2022
132833404 Sumners, Sienna 1.75 2019
808694026 Falzone, Uma 3.72 2020
649608522 Balfany, Yolando 1.54 2020
989213060 Krush, Adham 3.30 2020
927341123 Rylee, Abubaker 0.85 2021
369713731 Donham, Sraddha 0.08 2020
008571135 Hans, Arielle 1.34 2021
250490769 Orrico, Marianela 3.22 2021
514129286 Varieur, Brita 4.16 2022
803640589 Flanagan, Aleida 4.34 2018
930255647 Holtzen, Haizene 1.00 2021
490073242 Benito, Teodorico 4.22 2018
265000658 Borris, null 1.41 2020
616317559 Dollard, Ermina 0.14 2018
912753950 Mellom, Cuie 0.41 2020
514276389 Ramirel, Fathallah 3.47 2018
913852284 Granucci, Sigrun 0.05 2020
176848394 Rathert, Aridani 4.02 2021
655618861 Kotonski, Honorio 0.89 2019
596581168 Lowrance, Tomiko 4.81 2020
259983083 Dondlinger, Rufina 0.78 2022
122045158 Aue, Joakim 4.49 2019
357380843 Mcpartlin, Lavern 3.65 2022
687810212 Vasilopoulos, Firdaouss 2.48 2018
634934085 Soesbe, Nathan 4.58 2020
709184409 Kasprak, Astou 0.99 2021
066386970 Leffew, Gonzalo 0.49 2022
041877074 Facundo, Florica 3.57 2019
485932081 Hausrath, Nabiha 0.87 2020
343211305 Caguimbal, Nilo 3.52 2022
287905081 Hannan, Pompeyo 3.41 2022
300763560 Kreitzbender, Puig 4.09 2021
200126985 Matthews, Jianyu 4.75 2018
125364872 Killoran, Naouel 3.78 2021
259242594 Eiden, Redwane 2.70 2020
415544684 Norfleet, Jesse 2.69 2020
205432347 Lartey, Hur 0.80 2020
796172985 Camaeho, Predestinacion 1.90 2021
993973755 Seiders, Weihao 0.30 2018
304782700 Brenagh, Randhir 4.29 2018
203233204 Morehouse, Aamer 1.38 2018
694941803 Reaollano, Amabel 3.22 2018
233533062 Mcwhinnie, Aleix 0.22 2018
253140761 Norrie, Leoma 4.31 2022
992979234 Mcspirit, Enelia 3.82 2022
116648146 Vonderkell, Hatou 2.01 2022
797797610 Darosa, Martiniano 2.34 2018
990382318 Bucko, Arantxazu 2.41 2018
164100921 Sonny, Jovanka 3.86 2019
643941560 Byram, Gregory 4.13 2022
698371921 Mccambridge, Achiuta 3.03 2022
942589789 Cutrona, Gezabel 2.70 2022
394671253 Azzano, Gustau 1.35 2018
164570572 Arriola, Cristofol 3.17 2019
798500063 Gorz, Zydrunas 2.59 2022
914790512 Wiesman, Artemiy 0.39 2019
009183482 Zombo, Joudia 4.01 2022
450276079 Burrington, Koldo 3.95 2022
834626287 Marban, Tanta 4.26 2021
510826377 Housekeeper, Alou 2.26 2022
166888368 Union, Erika 1.33 2020
581056442 Seuell, Alysa 4.57 2019
198110898 Sjostrom, Afzal 2.77 2019
989848136 Dant, Auria 1.34 2018
216264647 Salas, Alborada 2.32 2020
922010684 Corbin, Aniello 2.41 2019
906955638 Wilker, Diego 2.67 2022
916868442 Dunsmoor, Azael 3.26 2022
884085933 Foutain, Timofei 4.53 2018
212657979 Whisby, Xiaojun 1.40 2019
934128669 Dumar, Ouiza 1.99 2019
251828953 Cashett, Manol 4.29 2018
336699600 Seneker, Niculai 0.52 2018
905278433 Rogal, Krystal 1.75 2018
651096854 Preisinger, Dositeo 1.24 2022
085507900 Lecaros, Cecile 2.87 2022
522756158 Winkelbauer, Almerinda 3.60 2019
524721997 Sobba, Yacin 4.74 2018
802788720 Perruzza, Erminda 0.36 2021
202076179 Sayman, Doha 3.78 2022
718871297 Willingham, Khaddouj 1.13 2022
995001167 Procell, Stoyanov 4.20 2022
050671083 Csizmadia, Zahrae 2.60 2021
356385077 Harper, Tamisha 0.59 2018
972261027 Strader, Penelope 0.95 2021
902208426 Vigoren, Erlan 2.03 2020
429155710 Gillim, Aundrea 4.32 2022
824556283 Brroks, Scott 3.77 2020
190058930 Kleis, Trinitario 0.54 2020
836734210 Lipovsky, Uranius 3.82 2022
961125042 Romanski, Odilio 3.43 2020
421134982 Lammert, Bryant 3.43 2020
557710637 Redfield, Vanderlei 2.80 2021
336148901 Sibal, Jonelle 1.32 2020
605824533 Becerril, Tura 0.89 2018
526221410 Polumbo, Larue 1.88 2022
641374073 Dzledzic, Bat 3.63 2022
228746391 Valerino, Willi 1.64 2021
128781845 Linsay, Joane 0.98 2020
876527541 Saloom, Abdelhamid 2.31 2022
236542598 Kerslake, Stefanel 2.93 2022
757475839 Sitkiewicz, Cleber 3.54 2021
111916723 Zeger, Violeta 0.02 2021
706110997 Zaharchuk, Yongjie 1.18 2021
607877532 Sigman, Florent 4.14 2018
844194894 Balls, Hermindo 4.01 2020
099539571 Mobilio, Liling 1.24 2020
534043527 Haskew, Dalmacio 2.47 2019
701878929 Rogacki, Maylen 1.03 2022
791522349 Koutz, Jacinta 3.48 2018
647363742 Lawer, Rafi 0.11 2021
381896130 Coryell, Rapita 2.79 2019
180590622 Furlong, Mayssae 1.23 2020
765742242 Dencklau, Romica 0.45 2020
972484725 Stoetzel, Aiko 4.56 2022
159345975 Sheeran, Olmo 2.01 2019
480498104 Mcentyre, Tenisha 1.65 2019
767127301 Hustead, Aguedo 1.33 2022
052973203 Hattier, Qiang 2.98 2022
039408906 Rosseter, Dimo 4.13 2021
702866593 Vess, Vasylyna 3.91 2022
676650243 Trimarco, Huili 3.33 2021
596511992 Boggess, Alcazar 0.72 2018
640146364 Buttrey, Fanka 3.79 2021
423774166 Pliner, Kimberlee 1.05 2018
313783787 Montalbano, Mohinder 2.80 2022
367247879 Mcright, Raed 1.05 2018
273772963 Saltzman, Priscilo 3.58 2019
116044476 Crusoe, Lavonda 1.30 2021
901866422 Sabad, Martirian 3.35 2022
179254362 Sjoquist, Laaroussi 1.68 2020
754217996 Ransburg, Reba 2.25 2022
976106049 Gronewald, Joanie 0.72 2022
755743126 Peri, Cirilo 2.29 2019
633992157 Humberson, Nishan 0.57 2018
066242341 Pence, Andalucia 3.93 2018
249268933 Stanek, Kandy 2.92 2022
952623027 Brasseux, Dessislava 0.51 2021
162319870 Gaestel, Zoubir 1.58 2020
608956459 Cutchin, Nicolasa 2.87 2022
896169426 Ahrendt, Jared 2.08 2019
211104459 Goldak, Ailton 4.66 2021
919160924 Garron, Ermesinda 1.04 2022
767664282 Seabright, Iliyas 2.71 2019
954563257 Gidney, Jaimina 4.49 2022
282474459 Magos, Rachal 2.12 2018
471853342 Keister, Lubomir 4.65 2019
831055535 Steuber, Anastasiia 3.54 2019
766192324 Thornberry, Bachir 3.73 2022
453169530 Hartless, Cisse 2.42 2022
882615073 Demario, Yoanka 2.21 2021
780013999 Novacek, Andeka 4.46 2021
087355397 Vaquero, Kyung 0.89 2019
310300008 Klute, Gertude 0.03 2022
912952032 Overman, Bettyann 3.18 2021
348188389 Treloar, Jestine 2.80 2021
161612794 Eiselein, Yifeng 3.37 2020
697316929 Bhandari, Zhara 1.54 2022
373596570 Tousant, Jonelle 1.25 2019
636427662 Slover, Deanne 0.54 2020
708008404 Leaver, Rosmeri 4.21 2020
396165753 Stettner, Yumi 1.01 2020
015075270 Metheny, Wisdom 3.72 2018
353371837 Curtice, Liduvina 1.78 2018
227231909 Cranston, Jezabel 3.12 2021
043254629 Fraga, Om 0.13 2021
315404257 Slemmer, Alden 4.09 2019
105131774 Bartek, Ghiorghi 3.80 2019
975826257 Bina, Mamudou 1.24 2019
950765740 Annunziata, Isabela 0.21 2020
834474930 Stimpert, Ning 0.99 2022
484372491 Modha, Sabiñe 2.52 2020
039664957 Semsem, Misael 2.89 2020
343315829 Stubbendeck, Maruja 0.71 2022
631239523 Unzueta, Jakeline 0.97 2021
385092560 Houlihan, Romas 1.51 2020
133218543 Salvadore, Weijing 0.58 2021
112912432 Kosoff, Matheo 3.88 2020
952248949 Denherder, Fortunata 0.40 2021
973428208 Marrero, Herlan 1.63 2019
351333382 Age, Mariora 3.07 2019
921222787 Kilcher, Lavonna 2.75 2022
190984822 Nicarry, Jorgelina 2.53 2019
148644129 Naylor, Smaine 1.21 2019
514339317 Strater, Huan 1.41 2020
396804092 Ercolano, Kristal 3.86 2018
836819620 Harju, Gherasim 1.03 2018
369306756 Griffy, Yvon 4.77 2022
341602064 Laurito, Mireia 3.70 2021
510697215 Cardera, Rosinda 3.83 2019
777160923 Malone, Habib 4.34 2022
067727203 Mickulskis, Chema 0.34 2022
988816086 Rylander, Clifton 1.49 2021
220275521 Dies, Inga 2.63 2019
580032569 Grieve, Ericka 2.48 2022
823779789 Tara, Agnes 3.34 2018
871439004 Hussong, Shamara 3.78 2020
705412043 Naegle, Argemira 3.56 2022
595477180 Mckinnon, Olarizu 3.37 2020
500305467 Rininger, Tayyab 1.96 2022
831161066 Benns, Venecia 3.98 2019
713204868 Gans, Jeroen 3.81 2021
574991990 Locante, Elvira 4.90 2021
860821407 Tortelli, Faith 1.22 2019
070546579 Sandberg, Arica 0.52 2020
278467420 Perpall, Ciara 0.95 2021
302882262 Sicheneder, Boureima 1.90 2021
680276763 Roblee, Gintaras 4.80 2022
166815140 Zolinas, Xiuying 3.16 2020
632630194 Krulish, Oleg 4.39 2022
751169932 Geraldo, Rongsheng 3.28 2018
182096577 Common, Peipei 0.60 2018
188929213 Morre, Libia 4.64 2018
646632691 Neugent, Lifang 2.11 2019
075726943 Tonsil, Khamsa 0.03 2019
800362753 Sayaphon, Helio 2.47 2021
498836272 Quinby, Oneida 1.08 2022
704756626 Caristo, Umbelina 1.14 2020
396962309 Bordeau, Manda 2.64 2021
947393386 Milliard, Bernardette 2.27 2018
286120268 Beisch, Adhara 3.96 2021
855406414 Papka, Ramos 1.34 2019
298773525 Sumerall, Narjisse 4.49 2019
185456265 Rain, Deu 2.61 2020
260204903 Seeman, Uwe 2.79 2018
316984387 Halterman, Anica 4.98 2019
310271375 Klamet, Weihong 2.67 2018
865625410 Leskovac, Ula 1.74 2020
149459889 Skousen, Amie 3.93 2022
129535069 Grossnickle, Limam 0.03 2021
246499191 Stankiewicz, Eliott 2.71 2022
376669756 Panebianco, Puig 3.28 2018
286970331 Mertes, Ignacia 4.63 2021
935297223 Techau, Sidahmed 3.26 2021
707804183 Gorenberg, Diago 1.20 2020
207366518 Nogle, Ricki 4.16 2018
316175021 Deshazior, Ilhame 4.93 2020
891722313 Brannock, Gayla 3.83 2019
073982085 Kretzschmar, Laaziza 2.09 2018
205219669 Mcdonell, Tamra 4.89 2018
405315115 Su, Firdaus 0.75 2020
763472327 Nafziger, Timea 1.14 2021
129564636 Grether, Clarice 2.27 2019
257155902 Babick, Avis 1.98 2018
299004213 Hrcka, Raico 2.32 2020
616988841 Rinderknecht, Lena 0.13 2021
244462195 Baoloy, Rosen 1.14 2020
603366260 Sheinberg, Boujema 2.40 2021
956770299 Shiflet, Xerman 4.85 2022
404753292 Massarelli, Viorica 4.65 2022
351839728 Bars, Elm 0.84 2019
891986214 Tuomi, Quilen 0.67 2020
941846155 Gouge, Meryeme 1.71 2018
093720400 Ewens, Noufissa 3.89 2018
015146387 Trowers, Expectacion 4.88 2018
158729985 Gustaveson, Walda 3.72 2019
377040166 Petrossian, Douaa 4.81 2022
365158050 Donlan, Maddox 4.04 2019
674248729 Stien, Raul 2.43 2019
734889120 Mallinger, Jelena 4.08 2022
692223045 Backhuus, Devora 2.87 2018
706195309 Beeghly, Ambra 1.04 2021
145203948 Hormell, Koldobika 3.49 2019
444671042 Crapp, Liudmyla 1.42 2022
167645550 Yingst, Amalfi 4.61 2018
889998827 Pettersson, Miruna 2.52 2022
376728601 Kawai, Venka 2.06 2021
357317227 Mccandrew, Ghiorghe 2.13 2019
477238972 Spinosa, Adalberto 2.22 2019
857980372 Wobbe, Lucitania 0.30 2018
342315723 Vehrs, Cherri 4.36 2021
229497563 Jourdan, Subhadra 1.23 2020
485796231 Shevlin, Tesha 3.92 2021
126359133 Laclair, Mikkel 1.54 2021
165557170 Zaritsky, Gratiela 3.47 2020
975801058 Evatt, Zhijian 5.00 2019
249367331 Mcpharlane, Nelu 4.94 2019
664737617 Riska, Plamen 0.04 2022
765393133 Dohrn, Daoiz 3.87 2019
705844748 Tangren, Hasna 1.98 2021
692602133 Salberg, Pepita 2.02 2020
314883487 Henkes, Teodocia 0.07 2022
692453463 Racine, Cyntia 0.46 2020
678356020 Ozols, Yazara 4.04 2020
789777390 Strem, Jacky 3.96 2020
195877545 Coppess, Hafid 3.51 2020
630736008 Kremen, Tarsicio 1.62 2021
291449033 Kubat, Gaspar 2.84 2020
192369964 Daiton, Utman 4.06 2020
961833754 Swiney, Zocueca 1.74 2018
744135547 Morsberger, Kenai 3.62 2020
141459135 Henneman, Oralee 0.94 2022
067073915 Grams, Erena 4.54 2021
389122588 Plum, Doa 1.53 2021
339256152 Munno, Dilawar 0.92 2021
959292234 Glover, Ercilia 0.13 2018
045466985 Bopp, Ruyi 3.86 2020
790931862 Drock, Mfeddal 4.66 2018
323695737 Milare, Furqan 2.14 2022
467258435 Bierstedt, Suria 2.99 2022
853294504 Preuss, Aleix 4.12 2019
662626976 Jiang, Alfie 3.54 2020
412629995 Ramaudar, Shelena 0.66 2018
392641174 Langeland, Amaranto 2.02 2022
241564403 Parlet, Clive 3.63 2020
304384075 Petrizzo, Zaloa 0.27 2019
399915018 Murrieta, Yili 1.18 2022
788507346 Hanek, Vladislav 3.43 2021
498774558 Schnackenberg, Darvin 3.58 2021
105974140 Quarnstrom, Fulvio 3.63 2022
839745000 Trumm, Shamraiz 0.10 2018
481375972 Kloth, Birthe 0.91 2018
379718140 Dilly, Joerg 2.36 2019
833866628 Koth, Tracey 3.62 2018
592026720 Abbington, Zeltia 2.09 2022
405256257 Atmore, Asma 2.23 2020
524840564 Spacek, Arayik 2.33 2022
524737157 Lueder, Daniil 4.74 2022
152428324 Ruddy, Pooja 3.95 2020
851896198 Beevers, Waldo 4.19 2018
059570175 Bentle, Todd 0.88 2022
813436536 Hampe, Iratxe 3.89 2020
589333698 Moccio, Merna 3.49 2018
015000565 Lehne, Tari 3.79 2021
535961230 Githens, Ouahiba 0.56 2021
664356197 Haverkamp, Zhihui 0.46 2019
915623058 Jim, Emina 1.98 2018
421689092 Salen, Elianne 0.85 2020
445137156 Mckeand, Geraldina 2.66 2021
797164996 Gress, Janete 0.03 2019
743782252 Ramsier, Linn 2.99 2020
349033589 Starich, Laurindo 4.42 2019
954584134 Celestin, Darek 3.71 2020
301375014 Conoly, Claude 4.88 2019
206325714 Woytowicz, Fengmei 2.91 2022
933397332 Fenti, Emerida 2.12 2022
862159806 Fasel, Kristiana 0.91 2019
425593366 Ezparza, Costache 2.84 2018
926552226 Kleinkopf, Nacimiento 0.05 2020
244677955 Ikemire, Victoriya 3.59 2021
590404081 Yetto, Matenin 0.16 2018
040129146 Cosden, Dioscorides 2.51 2022
451742818 Petralba, Jacqulyn 4.26 2022
876093285 Bonnot, Candela 0.81 2021
758777267 Handcock, Katrin 3.67 2019
093887392 Toyne, Moulaye 0.97 2019
736004364 Holoway, Azad 2.14 2019
367617904 Singletary, Tone 4.22 2018
459104984 Chappell, Fakhar 4.39 2018
022434348 Ammirata, Aleksi 1.23 2019
458227766 Onstott, Ginesa 0.71 2022
520915967 Emma, Royce 0.52 2020
741476511 Embelton, Zhiyong 4.72 2021
794471497 Acre, Eliodora 4.44 2018
206412338 Hubschmitt, Camino 2.47 2022
992210398 Hoople, Tetiana 3.62 2018
660787782 Thorndyke, Coro 4.31 2018
126918876 Damone, Mahmud 2.71 2019
709010925 Reine, Bailey 4.76 2018
663425383 Troxler, Virginia 1.54 2020
961746713 Hilderbrand, Roberth 4.70 2018
325253879 Marichalar, Sonny 0.88 2020
033102441 Martes, Dimitriy 3.71 2022
385372075 Grisostomo, Genaro 2.88 2019
242795535 Roof, Balduino 2.44 2022
361742055 Moloney, Isaura 0.96 2019
364864818 Thang, Morelia 0.00 2021
147533221 Shelmon, Lyndon 2.13 2020
109987588 Hasting, Tillie 2.76 2022
706972834 Vilchis, Sugoi 0.48 2021
909164531 Houten, Yelizaveta 3.57 2018
618947502 Overcash, Ricart 3.67 2022
283385671 Bacolor, Gaudencio 2.15 2021
959927153 Engeman, Moumen 0.62 2020
012453740 Cowper, Obaida 3.19 2018
300145149 Erlanger, Evencio 4.71 2020
216641061 Platner, Italia 0.40 2021
270066592 Pederzani, Liman 2.36 2021
084767647 Gain, Naiyara 4.13 2020
160191102 Pulsifer, Roxann 2.75 2018
497635448 Hoa, Jianping 1.26 2018
452914490 Puff, Sarunas 3.49 2020
167317427 Spizer, Roxann 2.96 2021
511367587 Boreland, Marianita 2.92 2019
705297027 Khano, Nita 0.63 2018
640022079 Vebel, Idelfonsa 0.89 2018
985622007 Lanting, Nezha 3.29 2021
795827270 Alterio, Shauna 0.92 2019
287823324 Carmouche, Iñake 1.42 2020
316652762 Lecaros, Yessica 2.23 2021
830543961 Pinero, Yanna 3.90 2020
674406702 Oaks, Jinjin 1.70 2022
476748461 Sayre, Adelaide 1.45 2021
924801361 Delp, Tracey 2.08 2019
499826032 Villada, Calvin 2.85 2018
123702276 Naasz, Iver 3.85 2018
267915247 Higgin, Yeny 3.33 2018
274217252 Duwhite, Raimondo 2.18 2019
371130158 Spooner, Zineddine 1.19 2020
030219252 Herrandez, Xiuyan 3.86 2022
158879604 Colasamte, Sommer 4.24 2018
670715040 Brasuell, Cuiping 1.17 2022
123950753 Troyani, Aradia 3.80 2020
794266845 Tharaldson, Taoufiq 4.21 2022
809536290 Schirmer, Ramunas 3.74 2019
723030879 Millner, Karri 2.97 2020
738208351 Gravatt, Rumyana 2.28 2022
256541542 Toledo, Maftei 2.72 2019
878810687 Fassino, Enache 3.65 2019
833889546 Sooy, Patrica 4.06 2022
105445117 Kroupa, Akhtar 1.17 2019
709069176 Castongvay, Wilfred 0.17 2018
422872728 Frenkel, Sulema 1.49 2022
051188271 Renneker, Frederique 2.99 2018
502717199 Perkoski, Yasin 3.02 2020
141561315 Parral, Akash 1.80 2022
489946745 Mcneill, Jolene 2.06 2022
318210034 Chia, Adem 1.06 2020
187484866 Droz, Shuhua 1.34 2021
489764387 Gage, Vitalie 1.80 2021
607846531 Mouritsen, Anatael 1.40 2020
435078994 Davia, Tamela 1.32 2018
183338017 Koening, Yones 2.35 2022
213124588 Spratte, Badre 3.77 2019
477211850 Labbe, Egidijus 2.70 2018
033188516 Senato, Hamet 3.16 2018
308894680 Bourgoine, Pamela 1.55 2020
571139679 Debeaumont, Graham 3.29 2020
932961521 Kulish, Mamoune 0.50 2022
457735171 Roker, Katrine 2.41 2022
190731523 Moster, Esmeralda 0.62 2022
569779765 Sheehy, Cosme 1.90 2021
478227061 Sauchez, Lanying 1.93 2019
072531887 Vanvranken, Vitorio 2.02 2022
059818484 Tapales, Richie 2.34 2022
169782008 Cortijo, Kortney 5.00 2020
328588407 Klahr, Claritza 3.01 2019
157035536 Weatherall, Yuan 0.60 2018
912407686 Burrup, Edoardo 2.82 2021
403477244 Cower, Saadiya 3.96 2022
260332562 Liechty, Enos 2.38 2022
734434469 Adolphsen, Mouhamet 0.95 2020
558003933 Milosch, Lanxiang 4.83 2021
341850498 Spanos, Merrill 0.52 2022
758113422 Shufflebarger, Adeluta 1.18 2021
072650865 Pennebaker, Aimane 2.45 2019
359154995 Woelk, Diyan 4.55 2022
585970827 Ciraulo, Malkit 4.16 2022
792445177 Tiggs, Cels 4.88 2022
385811021 Winston, Eliria 0.98 2018
749092856 Newitt, Bouselham 1.23 2021
346561526 Rabe, Khalid 0.42 2018
994001907 Coarsey, Darell 0.60 2022
783271087 Riofrio, Mehmet 1.35 2020
848667158 Coldiron, Laureana 4.41 2018
333149644 Modine, Mrabih 0.62 2020
825787858 Millette, Suzann 3.42 2021
371143745 Morsey, Lotfi 1.62 2020
625960334 Aristide, Huria 3.02 2020
466108200 Zahnow, Vaughn 0.41 2021
866756515 Waskow, Nobuko 4.85 2021
293512679 Fake, Pompeyo 4.87 2020
933065194 Seekell, Zilvinas 3.12 2018
517460466 Bollens, Shonna 1.52 2020
880707995 Guariglio, Hyman 3.53 2020
269521098 Gogins, Hilary 2.83 2022
087424281 Kurokawa, Leny 2.54 2018
675753679 Zilla, Boubker 3.01 2021
336524183 Ayuso, Yuvraj 0.60 2022
187596994 Larence, Devin 1.89 2022
745183474 Delfin, Viana 0.66 2020
244779125 Peranio, Earleen 4.78 2022
687887384 Farlin, Enoch 0.82 2019
073519604 Chomicki, Shemika 0.48 2020
503171974 Tanzi, Kalin 0.08 2019
512319759 Picini, Cristino 2.89 2019
699317629 Yonts, Marge 0.32 2022
050486875 Langdale, Melvyn 2.41 2019
369984428 Sawinski, Everth 4.09 2019
618768992 Reiterman, Yerai 2.08 2022
174263963 Peinado, Nasar 2.59 2018
672393404 Azzara, Guisela 4.19 2018
025862184 Eskola, Emmett 4.67 2018
539290641 Rudden, Badria 2.66 2020
597269855 Seabrooke, Leigh 1.35 2019
789303218 Marzette, Oprica 4.56 2018
134034777 Cisnero, Ozie 4.94 2022
470011900 Deans, Zakariaa 4.45 2022
143201214 Choi, Jianwen 1.81 2022
890114870 Hoogland, Allie 2.40 2020
287834456 Stobaugh, Mazie 3.11 2021
250905364 Plassmeyer, Devid 1.62 2018
851736947 Blankenship, Elixane 1.11 2021
927683485 Mcbrearty, Heradio 4.35 2021
315233192 Jamar, Teudiselo 1.31 2021
443772968 Radzavich, Bhavna 2.83 2019
807924655 Protin, Gabor 3.78 2020
789871499 Deppe, Aaya 0.97 2019
092550356 Tamlin, Boguslawa 2.98 2020
964575553 Bronston, Jacinda 1.74 2020
955450452 Skidmore, Malka 4.42 2022
407537610 Schwendeman, Mahamadi 0.00 2020
007506091 Hool, Kelle 1.05 2022
476505585 Forest, Konrad 3.24 2022
236554366 Pendola, Balde 2.24 2020
466507207 Hirai, Mirko 2.80 2022
017701517 Adel, Palmiro 1.64 2019
