100000
852415188 Landavazo, Huiying 0.05 2020
758281281 Kindley, Wanderson 4.02 2021
348804833 Jory, Lissa 0.55 2020
182625480 Roberston, Mawdo 2.63 2019
564039479 Betson, Avilia 3.47 2022
597881254 Bittel, Zuleja 4.27 2020
193518739 Darrell, Tiffanie 4.89 2022
800646361 Mcvicar, Harris 1.57 2018
563538666 Ramire, Manole 4.21 2020
531719127 Guinyard, Rosalia 3.27 2021
216380594 Casseday, Bouabdallah 2.18 2021
913521853 Svetz, Queen 4.93 2021
370341951 Kronk, Yibin 4.19 2022
065476572 Garnet, Neron 2.11 2022
652381416 Vogelpohl, Leontin 3.16 2019
916441139 Kaschmitter, Naya 2.59 2021
001839995 Korpela, Mubarak 1.67 2018
221578034 Domingos, Sharleen 3.82 2019
816625741 Routledge, Chaia 0.69 2022
958161853 Soll, Ibra 3.54 2018
064939157 Gemberling, Billie 1.23 2021
388816339 Facio, Mikki 4.46 2019
731115290 Hemminger, Stefana 2.24 2021
226838451 Beres, Virginica 2.55 2020
444416472 Battis, Raphael 4.42 2019
839044532 Pavan, Zhora 2.14 2022
817786665 Ryba, Antoinette 4.09 2021
242321014 Pinkelton, Abelard 0.38 2018
193467307 Sobran, Baldev 1.60 2018
852907340 Sayward, Leonice 4.11 2022
926321465 Benwell, Atasara 2.02 2021
169901665 Olsby, Mi 1.08 2021
448022960 Thein, Elina 2.58 2020
307679207 Hyrkas, Artemis 4.97 2022
144451993 Parsley, Collen 3.75 2018
396262635 Mlynek, Nedko 0.42 2021
693022414 Stuckert, Naum 4.78 2019
127517362 Armacost, Kate 3.54 2019
540293000 Macaulay, Phuong 2.11 2022
963229412 Yorgey, Crisologo 4.97 2019
407336773 Chasey, Tarah 4.93 2020
691328615 Belangia, Ibay 3.58 2018
777490154 Stickland, Zdzislaw 4.87 2019
547375921 Beringer, Marjorie 1.46 2020
597128884 Staunton, Rayisa 4.13 2021
667386738 Menjiva, Theodore 2.48 2018
415558092 Austgen, Nouhaila 3.62 2019
189507655 Talone, Kayce 1.26 2022
206873336 Sarna, Keltse 0.30 2018
850288111 Zeise, Melcion 4.61 2022
320236721 Gatchalian, Catuxa 3.06 2022
445623784 Woodis, Hubert 4.74 2021
251627965 Castiola, Qing 3.06 2018
554840690 Comiskey, Rumyana 4.55 2022
122181677 Empey, Gervasio 0.46 2019
600633521 Gravis, Salahdine 4.86 2018
581517912 Raborn, Everaldo 2.43 2022
595026051 Frankford, Yisel 2.57 2020
746199742 Laven, Hudaifa 1.66 2022
201417926 Leydecker, Fidela 4.25 2021
136185952 Ker, Expedita 1.15 2022
418882137 Mosko, Hayde 3.34 2021
054446507 Sitko, Lona 0.26 2022
345333160 Reedus, Earle 4.22 2019
848210750 Jewels, Zhiyong 3.74 2022
764712458 Pesek, Lehbib 0.03 2021
190168841 Dissinger, Ruthe 0.41 2022
972526343 Recore, Hermenegil 3.64 2020
881793348 Iacovino, Sumaya 1.04 2019
569379417 Depena, Johnette 4.94 2020
904267901 Coch, Florentina 1.33 2022
118527155 Akram, Daphne 4.66 2022
521520495 Westgaard, Roxanna 4.70 2021
924036020 Beseau, Madalena 3.21 2018
978427057 Poitra, Cornelia 2.50 2022
048068470 Kendi, Eguzki 1.22 2019
095316983 Shandley, Larion 3.52 2018
447711423 Gercak, Albania 4.97 2018
815170356 Bazile, Sory 3.22 2019
134397476 Bradon, Laure 0.33 2018
061412474 Hogue, Haris 1.83 2018
638025976 Hazer, Evon 1.55 2018
202183543 Crumrine, Yaquelin 3.45 2020
420889751 Roat, Abdelmoughit 4.40 2020
860277014 Jasinski, Ethan 4.44 2018
123688542 Stulick, Ariadna 4.45 2022
282370757 Glime, Lonny 4.85 2021
361268977 Milord, Issam 1.89 2022
405958754 Brakstad, Lazara 3.39 2022
822054976 Dack, Siricio 1.27 2022
123162053 Rubenfeld, Mildred 1.03 2019
506497011 Lovitz, Nereo 1.47 2018
774962408 Ledenbach, Dominika 3.09 2018
523539991 Thorington, Azzouz 0.10 2018
129144518 Growell, Dilyana 0.35 2020
234052166 Branyon, Dulcenombre 3.42 2018
682183520 Kemple, Lucile 3.32 2018
120768107 Shroeder, Alicio 4.22 2018
592833089 Barchacky, Harold 2.24 2018
719218455 Bertelsen, Yongfen 4.82 2022
017988129 Lezcano, Elsira 3.36 2018
456115832 Koval, Dimas 1.08 2021
425358520 Helbing, Cortney 3.85 2018
115810188 Colarossi, Malak 3.16 2018
480392706 Wolfson, Maksim 0.14 2022
477205243 Paulino, Mee 4.37 2020
659008293 Topliffe, Dede 4.24 2022
551204988 Bauserman, Xiaoxia 0.66 2021
771595151 Granahan, Tamar 4.81 2022
176611831 Mcmenimen, Isamel 4.97 2022
517274207 Treasure, Urcesina 1.10 2018
688460809 Warnke, Debby 4.03 2018
666287283 Kolker, Weiyan 3.59 2018
066928509 Hoppesch, Cherno 0.81 2019
081903891 Latam, Oleh 2.52 2018
642052342 Pechart, Krzystof 2.13 2021
621419951 Vasher, Jimena 2.34 2021
272630723 Brockhouse, Shayla 2.73 2022
558174239 Rius, Noema 1.56 2021
653635133 Saice, Romaine 1.05 2022
883249397 Dirickson, Daud 3.49 2019
470934163 Hornoff, Hoa 2.13 2018
617076174 Corraro, Amalia 0.76 2018
520999447 Sinor, Maudilio 3.21 2019
851870052 Matonak, Gunther 4.17 2022
658296837 Blockmon, Ysidro 2.87 2019
015388615 Anewalt, Dessiree 1.31 2020
695672418 Quatrevingt, Glenn 4.21 2022
324857921 Coatsworth, Sherley 0.98 2018
885591896 Vanbruggen, Abdelmounim 3.48 2018
103151267 Tulip, Nayin 3.29 2018
476102623 Curlis, Kimberley 2.83 2021
902337487 Blovin, Sabas 4.36 2022
927934429 Lettman, Clemence 1.97 2019
607951122 Haycock, Hermela 2.97 2022
316302675 Albani, Cresencia 1.26 2019
683518929 Bertsche, Josue 4.07 2021
045223175 Rohl, Dace 3.80 2018
213224587 Goetzke, Andriyan 2.00 2022
185743078 Plassman, Ozie 4.17 2022
465133574 Trinh, Samai 2.10 2019
032954200 Pantoni, Chunli 4.54 2022
993693055 Schmitt, Zebensuy 0.44 2022
138210902 Brimer, Romy 1.48 2020
668505372 Souvannakhily, Nazim 0.25 2021
185989889 Jolissaint, Sigfredo 1.81 2022
934058153 Buttrick, Monte 1.07 2019
023648142 Gautier, Clariza 0.94 2019
731264061 Nunziato, Eldora 1.25 2020
992294441 Molash, Saifeddine 1.47 2019
040915984 Wisor, Ageda 2.24 2019
239412486 Romansky, Aymee 2.61 2021
743654835 Sargis, Jetta 0.59 2021
208727123 Konopski, Allena 0.99 2019
387853321 Subera, Amee 3.94 2021
850398752 Revier, Yunior 3.26 2019
785642593 Tiso, Aruna 0.22 2019
768126630 Mcglade, Gwendoline 2.98 2021
454347224 Strub, Derrick 3.63 2021
463362734 Channell, Domicia 4.24 2020
909341849 Powlen, Ngan 0.51 2020
366939488 Noon, Sabria 4.53 2020
096469034 Wojtaszek, Vernell 3.41 2020
406258808 Burgan, Crispina 2.26 2020
945933621 Stiliner, Penelope 3.00 2022
855550845 Stella, Geovanni 2.54 2018
316068590 Vebel, Limpia 3.82 2019
091285959 Nordsiek, Alessio 2.44 2018
709080477 Hunsinger, Francisc 4.18 2018
887289917 Donart, Valeriano 2.88 2020
125704674 Heilbron, Waldina 1.76 2022
056922929 Kuchem, Svajunas 3.71 2018
361022641 Gularte, Giani 3.73 2019
324154398 Leidich, Yero 0.18 2020
987367652 Tjelmeland, Pedro 1.12 2019
186795077 Ooley, Babul 1.44 2018
030806022 Searcy, Anxo 0.28 2020
011130561 Sgambati, July 2.58 2018
019006283 Sokolowski, Rodulfo 4.17 2019
246461072 Klapper, Laarbi 2.11 2021
557204625 Radigan, Vasilena 3.56 2021
220978097 Leiss, Erick 4.36 2021
057204427 Gaitan, Senda 4.57 2020
200201503 Beitel, Ashlee 4.71 2021
410076187 Lackman, Harri 3.47 2019
209381099 Desalvatore, Thuy 1.41 2022
928397553 Forsee, Andima 0.06 2022
732422736 Tremel, Saraima 3.22 2019
983742029 Gatz, Shaunda 4.37 2020
075001877 Bellah, Yosvani 3.14 2020
860295398 Mckewen, Ussumane 2.57 2021
377044163 Delley, Elinor 3.64 2020
507217321 Thevenin, Shante 2.01 2020
812576730 Graceffo, Michelangelo 0.92 2018
920248740 Jen, Xinhua 2.97 2022
573391550 Slevin, Noriman 3.91 2018
114348461 Bulle, Terra 0.54 2020
676437779 Ketcher, Bozhana 1.34 2018
243177809 Morario, Hosam 4.57 2022
859302394 Slavis, Christof 3.60 2018
175615972 Brettmann, Iñake 3.02 2019
064453805 Whitherspoon, Ronnie 4.08 2020
282045765 Wendt, Boubaker 1.05 2018
123479663 Belmore, Maysaa 4.68 2018
434493395 Prudom, Huimin 1.20 2021
945250881 Bradon, Azdin 1.94 2021
804769828 Venner, Minnie 3.69 2018
554593805 Luquette, Sorayda 3.33 2019
671579133 Hohlstein, Wilhemina 3.74 2022
863348935 Dirksen, Eden 1.55 2020
293380472 Wensel, Girolamo 1.47 2021
516988799 Broomhall, Yao 1.40 2020
806621084 Schieferstein, Abdelouahab 1.29 2019
283792283 Gaslin, Marcolino 1.08 2018
888645250 Altonen, Palmiro 4.01 2018
903695083 Doswell, Houari 4.75 2021
477329821 Katzenberger, Sonia 2.49 2020
780718262 Lindbeck, Bali 1.68 2021
130989386 Dubbert, Sarela 3.17 2018
964237001 Sietz, Yusara 4.06 2019
431212521 Armeli, Ruslanas 1.49 2021
070647144 Baxley, Severiana 2.06 2022
884574767 Sodomka, Hermann 2.76 2019
024484734 Kana, Wioletta 1.68 2019
050281402 Silbaugh, Mi 0.26 2019
896152827 Netto, Aithana 0.41 2022
218348015 Koprowski, Narjis 3.80 2019
666113955 Edenfield, Kady 1.60 2020
178692033 Genuario, Sherell 2.96 2019
275022253 Goldthorpe, Nafissa 0.55 2019
266632700 Glende, Toumani 3.72 2022
174521918 Garbin, Jadwiga 2.01 2020
551114437 Knight, Najia 4.19 2020
310285544 Nagamine, Ionelia 3.60 2018
213025735 Cocker, Parasca 2.79 2018
559160649 Schenz, Cesarea 3.02 2019
122572015 Conran, Josee 4.25 2019
100004129 Buman, Leny 3.70 2020
736864906 Landstrom, Valvanera 4.54 2020
370534900 Mcclanan, Nicolaas 4.48 2020
840018102 Doudna, Eryn 1.31 2020
870885478 Mccroy, Meliton 0.46 2022
223002126 Depinto, Kerena 3.82 2021
855323586 Ringlein, Ulpiana 1.44 2018
541107067 Gallups, Jinli 3.96 2022
611787754 Scriver, Catrina 2.88 2018
977183460 Ailts, Ansumana 1.79 2022
516910883 Sipos, Lida 1.91 2018
203471639 Mbamalu, Nivardo 1.36 2022
248248241 Collar, Aneta 3.13 2020
652097230 Rogian, Rhizlane 1.30 2021
681467561 Bannerman, Addaia 3.77 2018
363628297 Emmerson, Annegret 4.00 2018
188304608 Entinger, Vivencia 0.41 2019
725210999 Malleck, Vassil 3.98 2021
732951648 Kaaihue, Fettouma 4.62 2018
377799818 Hamlin, Aixa 4.39 2018
462564626 Astorino, Kainat 3.56 2018
278534914 Petrovic, Kimberlee 1.49 2022
426470691 Montandon, Cheng 0.19 2018
514693373 Dohan, Harley 4.39 2019
209381034 Fenny, Dominique 2.26 2022
662921254 Kahawai, Souhaib 3.79 2022
790818172 Ploude, Cosimo 3.49 2022
926410254 Missler, Soiartze 4.78 2022
232274625 Osumi, Yokin 0.27 2021
208997744 Avon, Estephany 0.30 2022
169466274 Prass, Willis 3.55 2022
423542650 Cosgrave, Gervasia 2.19 2020
127382759 Utsler, Inha 4.71 2019
507366613 Urreta, Anett 2.35 2022
243761462 Mckerchie, Claudine 3.65 2020
285592388 Kermes, Roza 4.55 2020
429885387 Spyrakos, Nikolinka 3.61 2019
145910910 Furguson, Enemesio 1.12 2019
482224063 Kornfeld, Elisio 0.42 2020
024646322 Hayduk, Deloise 2.82 2021
517633628 Caluya, Abdelfetah 4.53 2022
561170338 Madsen, Bran 4.17 2018
382583449 Haare, Shahida 1.00 2021
781731237 Kortemeier, Lu 0.22 2020
199863114 Scurlock, Perpetuo 4.61 2022
475563712 Cogar, Waylon 2.13 2018
557606321 Kodadek, Casian 1.40 2022
136064059 Markevich, Luzia 3.81 2019
386524018 Kimbro, Noela 3.00 2019
285660107 Daughrity, Aladina 3.22 2020
167509694 Liddy, Abdeljalil 4.91 2020
265940276 Bens, Roselee 3.76 2021
849090173 Alcalde, Shena 3.52 2021
625620567 Vanconey, Oystein 3.77 2021
748646400 Zaeske, Silvio 4.90 2018
337741421 Rundell, Benancio 2.03 2018
114304955 Harrah, Cherise 0.91 2019
508535273 Brichetto, Wedad 1.18 2022
240846851 Heyveld, Abdelhalak 1.86 2018
527951111 Pawloski, Mikalai 4.11 2018
023912868 Brodnax, Eudocia 0.67 2022
930040580 Golebiewski, Samer 3.57 2018
003509213 Carroway, Nel 4.58 2022
614533032 Krok, Temenuzhka 1.60 2020
627923937 Bottiglieri, Halima 2.43 2022
035446114 Girardin, Orlin 0.78 2020
799392894 Xue, Elisa 0.79 2022
039063707 Whitsel, Tetyana 2.39 2018
187166727 Satow, Karla 3.31 2018
912058207 Kaarlela, Refugio 1.40 2021
208423384 Ebinger, Zaqueo 1.98 2021
102915845 Speckman, Iustin 1.21 2021
872140430 Kofron, Wolfram 2.35 2018
369109440 Nichter, Anay 2.97 2022
696616648 Bugayong, Harumi 2.52 2020
799737642 Abugn, Hamet 0.04 2021
148994313 Waldrep, Lynell 3.31 2021
431803748 Mouzas, Aixa 4.85 2019
366561387 Gradilla, Janiece 2.24 2022
188451433 Budniewski, Denisse 0.57 2020
891157352 Bonine, Veda 2.19 2020
209543236 Lenz, Chloe 3.05 2018
758476882 Riner, Brigit 1.50 2021
650102161 Fetner, Yousri 0.11 2018
178032679 Dimaggio, Arcilia 2.16 2021
762665582 Nanas, Wajid 0.30 2018
619835807 Mccatty, Cañosantos 1.85 2018
559559124 Frierson, Imen 2.08 2020
823805475 Escobar, Arvin 2.08 2019
554092283 Hefty, Farzana 2.28 2021
220867975 Buswell, Keisha 4.63 2022
170886788 Distin, Mui 3.64 2021
427333142 Wimett, Joslyn 0.60 2018
748414820 Olshefski, Huamei 1.81 2022
614909934 Gorbet, Magen 3.77 2019
112779520 Luffy, Niurka 0.09 2020
415727740 Tasler, Costela 1.58 2021
126585772 Jarrett, Fanni 2.42 2020
205671789 Golt, Cherilyn 3.03 2021
923215436 Tisi, Queenie 3.96 2022
090597431 Dreyfus, Liberty 1.58 2018
757430953 Dewberry, Zinayida 1.18 2020
710952320 Glab, Lucrecia 1.39 2019
102048406 Shadle, Madi 1.32 2018
339424542 Touch, Ulpiana 3.67 2018
288167999 Neubauer, Mercy 2.26 2021
088752945 Sincell, Dann 4.00 2019
725045131 Nilsson, Vinicio 3.12 2020
706506905 Shapero, Debrah 1.76 2022
352926047 Casselman, Maiteder 3.40 2020
511327061 Greenspan, Clayton 4.34 2021
255969518 Prok, Mittie 1.17 2019
615316883 Rogoff, Abdeljabbar 2.61 2019
482847591 Geery, Aragones 1.12 2020
453596947 Caseman, Aleth 1.54 2022
081919488 Kidane, Cleonice 0.92 2018
589545259 Peak, Aneela 2.43 2019
971079163 Uchiyama, Gabriel 3.60 2022
839579096 Gatliff, Viridiana 4.84 2019
793497702 Winchell, Ahinoam 2.12 2019
459512603 Fragosa, Giampiero 2.46 2018
167010769 Kravitz, Noria 0.87 2018
808421065 Bovio, Cassondra 4.99 2019
546339667 Tuft, Satnam 3.23 2018
495299930 Rollison, Dirceu 2.64 2019
771690528 Andrew, Wenche 2.26 2021
873232640 Hirota, Nassim 0.22 2019
625138301 Tanweer, Saed 1.48 2020
577726723 Creamer, Sohaib 4.42 2022
131388351 Moorman, Timotea 3.96 2022
016237031 Sarvey, Hug 1.98 2019
717116168 Tavakoli, Slavi 2.54 2020
171286129 Scarritt, Yunaisy 3.15 2020
005909915 Fallago, Irenea 2.04 2022
371890809 Jefferds, Lindsay 2.99 2022
128895232 Weyers, Lacy 2.02 2018
370707842 Meridith, Silene 2.37 2018
857393948 Delgardo, Beryl 1.43 2022
566234612 Wentland, Beaulah 2.58 2019
474963221 Childrey, Cliff 4.97 2021
208826632 Griebel, Clodomira 1.12 2020
958962795 Mergen, Misael 0.78 2020
540331628 Twellman, Makhtar 1.21 2021
817724035 Salvo, Estephany 0.45 2018
675143670 Hamor, Emelina 2.08 2021
065336287 Mcgonigal, Junli 1.01 2022
566734614 Sarlo, Clarissa 3.20 2022
611529552 Trosien, Crina 4.11 2021
834635034 Vitko, Quinton 1.87 2021
959022068 Bir, Di 1.30 2020
603333319 Douds, Israe 3.36 2021
928974948 Hinderman, Godofredo 4.66 2018
407856307 Gaertner, Abdalahe 1.10 2020
688706215 Luevano, Wieslaw 1.74 2018
968846160 Pinkstaff, Osazee 4.95 2021
954046894 Sacarello, Jucilene 3.57 2020
934140373 Lesher, Mariely 0.14 2021
620133685 Tahu, Yee 0.15 2022
962982204 Ramotar, Veredas 2.86 2020
910904509 Blancato, Rickey 2.14 2021
109130628 Fieck, Geertje 2.35 2020
142803690 Prabhakaran, Hasan 2.63 2022
082376431 Bullard, Epifanio 2.20 2018
146526618 Begeman, Roseline 0.89 2021
149751519 Wimber, Omayra 4.63 2022
433523502 Saro, Alaa 3.52 2020
535153334 Reinoehl, Gartxot 3.80 2021
573716635 Stillson, Rober 3.10 2022
948628470 Schwerdtfeger, Shonta 0.79 2019
658433764 Tippie, Lolimar 4.39 2019
558585232 Apolinar, Ryad 3.77 2022
304625631 Hongisto, Antonius 2.36 2020
767568333 Brockenberry, Keri 0.69 2019
743715354 Snowder, Vannesa 4.82 2022
225667282 Lieske, Zhiyuan 0.82 2018
488567747 Bunda, Hourya 3.21 2022
238786282 Berrey, Wassim 3.77 2018
764075496 Colindres, Walquiria 4.30 2018
473626837 Genther, Khadijatou 4.89 2019
547922981 Barkenhagen, Elis 3.90 2018
663976214 Tisa, Abdelfattah 2.53 2021
835080424 Girardin, Hassie 4.60 2018
208890551 Hartgerink, Garnet 1.98 2020
764226925 Colp, Sandalio 1.89 2018
841083635 Pilapil, Souadia 1.92 2021
579348322 Koehl, Aurelie 0.58 2019
334040411 Cuneo, Maicon 4.85 2021
019242572 Swainston, Airon 4.87 2022
035094408 Meeds, Aicong 2.33 2019
205882031 Bohlke, Lacresha 0.06 2021
583378585 Alrich, Gora 5.00 2020
174322245 Otool, Tanesha 3.61 2022
645907440 Conniff, Magan 3.69 2022
861634608 Swetland, Welington 3.92 2020
234380450 Vellone, Leonia 1.01 2022
439414677 Ashby, Jaydy 2.73 2021
564410300 Rinehart, Maxine 0.02 2022
085820824 Patierno, Cita 2.17 2022
207814279 Terrian, Jesika 3.49 2018
614596306 Wauer, Harutyun 0.69 2019
492397259 Vanvolkinburg, Illa 2.85 2020
756255855 Mu, François 0.12 2020
477041102 Chappa, Misho 1.62 2019
065176031 Maccartney, Ayyoub 2.70 2021
833227706 Tinoco, Mohamad 3.71 2021
063368935 Mckellip, Alegra 4.97 2020
110940713 Barino, Fiz 0.82 2019
540172507 Virden, D'Arc 2.44 2020
510312056 Mckercher, Artura 4.66 2022
498532469 Medinger, Amanecer 3.86 2021
228292511 Fersner, Haimar 0.57 2018
847559158 Dondero, Ruthann 2.94 2021
505023750 Peniston, Hayat 2.02 2022
410509591 Bargas, Christeen 2.98 2019
738807166 Palomares, Lashon 0.77 2020
499360273 Baltimore, Diyana 1.76 2018
906745610 Foyer, Flavian 2.44 2018
561788304 Faux, Vidina 0.06 2019
547878994 Casstevens, Reinelda 3.99 2021
582165296 Marceau, Rosalina 1.83 2021
237190175 Marruffo, Joella 0.70 2021
615980090 Vanblarcom, Patrica 3.43 2020
220352834 Leuters, Iulen 0.24 2022
842844822 Trodden, Cliff 1.46 2019
396506170 Mcmasters, Hazael 2.74 2019
239325291 Lukaszewski, Bee 0.48 2020
735071560 Rowold, Aragones 4.44 2018
258014785 Politis, Magdalen 0.49 2020
031553234 Shoaff, Ofelia 2.36 2018
178971754 Chalmers, Claudiu 1.89 2021
694025706 Maged, Jordana 0.54 2021
544683258 Mccorkell, Christiana 3.90 2022
950540782 Fauls, Pola 3.41 2018
898311930 Dahl, Xueyan 4.38 2018
468881237 Kingry, Brindusa 4.96 2020
836890680 Paino, Laurine 4.56 2021
497733261 Atherholt, Anahid 4.37 2020
291182497 Losecco, Clio 0.58 2020
533688188 Elko, Odilio 0.01 2020
552977374 Harford, Jonay 3.80 2018
660043980 Shidel, Imram 0.20 2019
580089603 Perschall, Janene 3.44 2018
024485683 Alstad, Emir 1.42 2018
810280706 Pastorin, Celtia 0.73 2022
719708633 Derousse, Chahira 0.86 2021
817894505 Claridge, Portia 0.20 2022
858692388 Briden, Chelo 2.18 2018
616983521 Pikkarainen, Jessika 0.28 2021
083658868 Helfrick, Rabab 3.76 2018
621798521 Wiktor, Delfi 2.30 2021
465392882 Osmera, Jhoana 2.64 2021
065997498 Rindone, Shoukat 4.86 2020
498019999 Weathers, Aleyda 1.69 2018
777427921 Romero, Nazik 2.32 2019
871570831 Graeber, Sanne 4.54 2020
046254481 Kazakos, Griselda 0.38 2019
691625890 Alarcon, Haoran 0.10 2020
672870170 Natvig, Yuridia 2.37 2022
020369904 Caetano, Imrane 4.52 2018
082468379 Gavinski, Loura 4.41 2018
703405814 Rainge, Hadil 1.79 2018
025424846 Harling, Annamae 0.59 2019
244719466 Kaawa, Consuela 4.62 2019
630541709 Rviz, Brihaspati 2.76 2021
815026904 Threlkeld, Bahram 3.89 2018
420509092 Tew, Maris 2.75 2019
685754600 Pollo, Felio 0.03 2020
838519523 Bennick, Kristal 4.53 2020
818686145 Pokorney, Abby 1.08 2019
285735439 Tribbey, Lexie 0.21 2019
860722748 Moyle, Saliha 1.10 2022
955958034 Chick, Yanameyaia 1.38 2021
169475809 Rueckert, Olesia 0.27 2022
589818947 Crofoot, Guosheng 3.47 2019
045883221 Norris, Genadi 3.71 2020
653209085 Habermehl, Yuting 3.27 2019
411410181 Snorton, Reza 1.05 2019
910837811 Grime, Bret 1.48 2021
175120957 Attianese, Adelto 4.06 2018
427450174 Muncy, Victoras 0.07 2022
100267172 Miltner, Axier 1.84 2020
776530982 Perretta, Ardelia 2.39 2021
912758810 Nance, Ambrose 0.20 2022
037123711 Reinholtz, Rachyd 2.53 2021
209076841 Brunn, Clodomiro 0.58 2020
053096808 Henseler, Carylon 4.47 2022
980165843 Bann, Constance 4.59 2018
529356543 Distad, Castañar 0.57 2019
114302159 Farinha, Olallo 4.21 2018
138737136 Beilman, Edyta 3.41 2018
862401523 Schober, Ginebra 2.82 2018
187812404 Kaplowitz, Qian 2.71 2018
201218064 Sahady, Grettel 4.65 2020
095183594 Viren, Teodomira 2.96 2020
900391294 Brickman, Espectacion 0.30 2019
884487392 Gassel, Sharita 2.44 2021
880289326 Wisler, Pompeyo 4.17 2020
567689034 Bunke, Euquerio 4.84 2019
483999011 Shetterly, Dahane 4.26 2019
223186456 Parnes, Suhaib 0.31 2020
016829701 Paulette, Bali 1.01 2019
211685484 Budrovich, Odair 2.34 2020
708676651 Kicker, Amada 4.65 2019
033909116 Feiteira, Souraya 4.66 2022
138786392 Sessin, Marjatta 1.34 2020
357198058 Wilging, Andrii 3.13 2022
176088742 Hoglan, Eufracia 2.97 2022
486979170 Moutoux, Rivka 3.93 2018
802090828 Robeza, Joar 0.93 2018
808296226 Bujarski, Ankor 2.03 2020
313547747 Meanor, Shama 3.92 2019
778633542 Brood, Bassou 0.16 2021
373610320 Babb, Janett 4.98 2022
981638612 Gardemal, Delfi 3.36 2020
279673316 Applin, Katya 4.67 2019
271727040 Bostic, Herman 0.25 2021
861703139 Krason, Silverio 1.63 2020
652314561 Sandquist, Graig 4.57 2022
114751315 Dauphinais, Valero 2.38 2022
626471638 Slot, Debbie 0.37 2018
118972220 Lingafelter, Igon 4.17 2022
373879422 Talford, Tirso 3.97 2021
655565230 Prevot, Unax 0.16 2019
227617010 Kimes, Lassina 3.18 2018
264960346 Schoo, Azize 4.04 2020
597458328 Cornelious, Rubie 4.61 2021
011652225 Nuhfer, Hani 1.95 2021
495539704 Cichowski, Billie 3.58 2021
088361288 Daller, Tarsha 0.64 2022
840870675 Spinola, Galdric 4.84 2019
021635724 Lauzon, Pearl 1.38 2019
668863614 Sarantakis, Jozefa 0.04 2021
516524626 Decesare, Ivania 0.87 2022
842562222 Amrich, Lehbib 2.27 2022
708523720 Josias, Lionel 4.33 2018
555245815 Dalene, Keba 1.75 2018
738401039 Show, Edmilson 4.90 2020
823765864 Trucco, Ingrida 3.68 2022
006600659 Deller, Eider 4.34 2021
704704132 Hogrefe, Tammera 0.58 2022
083105658 Rosenheim, Manish 1.26 2019
268321293 Schmelzle, Emerita 1.72 2022
511664195 Acoff, Haralambie 4.51 2018
528312350 Hogatt, Yifei 2.01 2018
775585910 Pimple, Katiuska 2.56 2020
226063578 Flahive, Jhonnatan 2.24 2018
880896305 Margarita, Manfred 3.33 2022
513979060 Rudnick, Meena 0.26 2021
777359398 Sanderlin, Yoko 4.50 2021
931937328 Gestes, Abir 1.83 2020
537920309 Kucel, Junwei 1.12 2021
821187673 Grumet, Amber 0.06 2021
716065916 Kovalcin, Manex 3.82 2021
933920141 Kopin, Tiera 4.83 2020
442133818 Dobmeier, Dimitrova 2.65 2020
266315722 Duchatellier, Pamula 0.91 2021
642926531 Nooman, Conversion 1.48 2018
201328020 Cartland, Jianqing 2.42 2018
188047796 Oppenlander, Marat 4.90 2021
324477250 Zenger, Dionisio 4.06 2018
