000027379 Trachtenberg, Illia 2.18 2021
250820535 Leftwich, Issac 3.90 2022
250846516 Tani, Karma 2.83 2022
250847802 Mooberry, Gedeon 4.80 2020
250861785 Boluda, Aihua 1.11 2018
250866151 Chapek, Eamon 2.32 2019
250877176 Fleurantin, Elanor 3.27 2019
250882967 Tafreshi, Umar 1.19 2018
250882732 Saraniti, Pierangelo 0.26 2019
250904892 Stille, Irune 4.34 2020
250905364 Plassmeyer, Devid 1.62 2018
250907648 Coopwood, Glynis 0.24 2021
250925261 Evins, Kilian 0.58 2019
250930690 Owczarzak, Baudelia 2.65 2021
250958423 Saska, Alonso 1.48 2019
250970764 Gutekunst, Lleir 2.02 2019
251008561 Blissett, Cheik 1.74 2018
251010994 Shank, Wilfrido 2.12 2018
251018452 Landes, Clarivel 0.40 2021
251022407 Hendsbee, Wanderson 3.20 2021
251033456 Rinks, Rahim 1.20 2019
251040158 Blee, Ausencia 2.79 2018
251059461 Starzyk, Muslim 0.92 2020
251059423 Luthe, Mickey 0.97 2021
251064477 Novad, Eudochia 4.63 2020
251072257 Massey, Genma 1.12 2018
251085434 Protich, Liborio 1.89 2020
251094423 Lindeen, Hasina 2.47 2021
251117902 Shekey, Sevastita 1.35 2021
251129186 Coleson, Costinela 2.70 2021
251132236 Mccloy, Tlaitmas 1.72 2018
251144413 Betteridge, Alverta 0.81 2020
251169742 Tartt, Xiaojun 3.12 2020
251170436 Pollio, Piedade 0.13 2020
251176655 Marenco, Maram 4.51 2018
251180134 Rutski, Omeima 3.96 2022
251194076 Tillinghast, Mian 0.56 2021
251200919 Wiede, Nehuen 2.00 2018
251217833 Woelfle, Haddou 4.85 2022
251224428 Desjarlais, Deysi 4.26 2021
251225564 Steveson, Dritarastra 2.03 2018
251226725 Folkerts, Jolynn 1.51 2019
251233882 Pattengale, Kasem 3.19 2021
251238405 Oda, Alby 3.42 2021
251240021 Yanosky, Pradiumna 4.86 2022
251243134 Thomas, Maritza 4.96 2022
251250432 Marales, Abdelaziz 0.09 2022
251258430 Galicinao, Sabiñe 1.97 2018
251268887 Conole, Lea 2.94 2020
251268317 Berenguer, Costina 3.73 2021
251281224 Mcaulay, Pervaiz 4.57 2018
251291687 Beckstrom, Braulio 1.44 2020
251309253 Shumate, Austine 1.21 2020
251313857 Kinaj, Olaia 1.53 2019
251331554 Ireland, Povilas 3.12 2020
251346604 Lutts, Zohaib 3.34 2020
251347725 Preza, Loralee 1.77 2021
251348142 Bergner, Ticu 2.78 2018
251348944 Dewiel, Niccolo 1.85 2020
251359876 Floro, Thibaut 1.13 2022
251370764 Roussel, Igone 4.33 2019
251376912 Mackenzie, Amabilio 1.21 2021
251381250 Liggins, Battista 4.00 2018
251399351 Cinco, Quinidio 2.33 2021
251405835 Srinvasan, Damion 3.80 2021
251450182 Amargo, Zixin 0.59 2022
251460896 Urness, Georgianna 4.71 2019
251460669 Dunnavant, Dioscorides 4.83 2019
251473038 Moevao, Velichko 0.39 2021
251517905 Poister, Herma 3.96 2020
251526902 Virelli, Victoriana 2.77 2018
251532626 Forgione, Poncho 3.92 2022
251533089 Libert, Mohsan 4.06 2021
251533579 Fastlaben, Khamssa 0.49 2019
251534004 Kirkby, Dmitry 1.96 2018
251552897 Havers, India 1.17 2022
251553632 Philbert, Rostislav 4.46 2021
251553077 Yudell, Simo 2.38 2021
251574307 Donahue, Lexie 2.05 2020
251582830 Bianchini, Xiya 0.69 2020
251589766 Wassil, Keith 0.06 2021
251611283 Parden, Valko 1.25 2019
251659475 Stanzione, Soumaila 1.51 2021
251674701 Pettrey, Soumaila 0.27 2020
251689914 Auna, Cesaria 2.62 2019
251689562 Olejarz, Auspicio 3.53 2020
251697213 Humphries, Norma 0.66 2018
251713084 Heroman, Junfeng 3.30 2019
251715566 Dovel, Kamran 3.85 2021
251719235 Freiser, Puebla 4.41 2021
251721773 Hilstad, Hoa 1.89 2019
251722824 Rollinson, Transfiguracion 4.89 2018
251739477 Valerino, Cassy 1.44 2022
251749480 Altmark, Machelle 2.14 2018
251771191 Schomas, Aristeo 2.96 2018
251772574 Schappell, Nacor 2.16 2020
251781486 Kempkens, Aiying 0.85 2022
251785841 Dillaman, Marianny 4.89 2019
251786610 Naki, Hajjaj 4.71 2020
251791371 Marek, Guillaume 4.47 2019
251800010 Kubik, Yotuel 0.77 2019
251815416 Begaye, Dionisia 4.48 2020
251824676 Macdonnell, Om 3.55 2021
251827833 Piros, Raina 1.34 2021
251828953 Cashett, Manol 4.29 2018
251849319 Carnahiba, Alfusainey 3.12 2020
251873311 Kaua, Shamara 3.23 2021
251877794 Petrilli, Tirsa 1.98 2019
251879211 Landgren, Joanes 0.47 2019
251887599 Colvin, Nouriddin 1.77 2021
251903490 Lingbeck, Ted 3.81 2018
251911192 Raider, Hamilton 2.99 2022
251928137 Isaacsen, Boubakar 4.78 2019
251971040 Poullard, Alla 2.39 2019
251975045 Washing, Latashia 4.93 2022
251979494 Pour, Khadouja 1.91 2018
252019966 Matthewson, Asma 2.70 2019
252031708 Dacy, Pengpeng 0.65 2020
252033609 Demich, Excelsa 3.63 2018
252040776 Tolfree, Analiza 1.72 2022
252079225 Bowsher, Beatriz 3.52 2020
252079054 Strand, Lacresha 3.63 2019
252088934 Rumbold, Georgy 0.10 2020
252096843 Churan, Hope 2.20 2020
252098223 Triller, Alize 1.50 2021
252105876 Cronce, Indra 1.83 2021
252127894 Celadon, Ferial 4.06 2021
252129579 Verser, Yuka 3.88 2018
252132712 Tousey, Harjeet 1.61 2019
252141249 Masturzo, Alondra 3.99 2020
252142902 Daine, Lidan 0.73 2020
252145911 Billiel, Sheldon 1.68 2018
252149496 Heilmann, Veronique 3.12 2019
252173849 Henle, Clarinda 0.42 2021
252180690 Strube, Orosia 4.00 2018
252224214 Erb, Yenia 2.57 2020
252234097 Uplinger, Bouabdellah 3.19 2021
252255000 Avello, Marni 1.66 2022
252265446 Statires, Lingli 1.06 2018
252268876 Barfuss, Moro 1.22 2020
252275897 Kennie, Alisia 1.39 2021
252293076 Zorman, Pervaiz 0.43 2021
252316669 Gulisano, Acracia 4.03 2019
252323209 Arostegui, Jaspreet 4.01 2022
252339683 Canak, Lahouaria 0.87 2018
252349477 Strazi, Riera 4.35 2022
252350454 Nibbe, Denna 3.51 2019
252351294 Charleton, Reem 0.01 2020
252358287 Rieg, Kamil 1.59 2020
252359183 Polacco, Elisabetta 1.43 2020
252361807 Kissler, Zhiwen 2.45 2020
252361906 Altic, Manolita 2.07 2022
252383061 Mauson, Casilda 2.41 2019
252431227 Zempel, Gift 4.98 2018
252432895 Lundrigan, Larabi 4.71 2019
252448906 Bouquet, Silene 2.02 2021
252459440 Brownle, Aliona 0.50 2022
252463251 Monserrate, Arcadia 4.40 2018
252464881 Hogge, Gussie 0.46 2020
252475533 Closovschi, Antionette 1.03 2018
252489717 Aldecoa, Heradio 3.29 2018
252490727 Magan, Pompeu 1.20 2018
252509163 Maulding, Rama 3.92 2018
252525801 Mejia, Eudaldo 1.13 2018
252537487 Gwynn, Emelyn 0.15 2021
252557052 Carmicle, Razzaq 0.89 2019
252562989 Leinhart, Siraj 3.09 2022
252577473 Ojima, Urko 1.97 2019
252579354 Kaloudis, Nelida 2.35 2020
252604988 Eyestone, Yussef 0.33 2018
252608853 Enriguez, Cheng 2.22 2022
252610318 Bole, Isla 3.94 2022
252613743 Helmes, Amarouch 3.78 2018
252632804 Mikles, Willian 3.44 2019
252696135 Bradney, Meire 1.17 2018
252713445 Fullard, Vianey 1.86 2018
252713195 Rabold, Ezahra 1.63 2020
252715276 Schue, Goio 0.10 2018
252721469 Krauss, Dewayne 4.21 2022
252750462 Vanderlip, Delfim 0.25 2020
252762959 Rhoan, Erhimo 3.00 2019
252766974 Geraldo, Bertilia 0.39 2020
252795434 Melahn, Aurora 2.73 2018
252797455 Gualdoni, Shijie 1.41 2019
252807906 Gilbeau, Deise 1.20 2022
252812862 Taualii, Generoso 4.25 2022
252833841 Stryjewski, Hakan 4.28 2022
252847018 Moulding, Mecedes 4.34 2019
252874719 Mieszala, Nabiha 0.30 2021
252887197 Romaro, Pascualina 2.87 2022
252890349 Vanpatton, Ge 4.81 2022
252902607 Averhart, Contemplacion 2.29 2022
252917127 Wasyliszyn, Athenea 1.12 2018
252920730 Spindel, Miles 1.12 2018
252932952 Condreay, Pooja 2.83 2022
252958347 Lysiak, Walquiria 2.88 2019
252986593 Medas, Genara 4.36 2021
252986615 Mutton, Eros 2.13 2020
252986480 Eska, Denna 2.82 2019
253006097 Mcpeek, Neringa 3.14 2019
253011576 Creel, Deandre 3.57 2020
253023716 Tysor, Lucelly 0.74 2019
253028735 Seibt, Baltasar 0.12 2022
253029713 Flatt, Christin 2.12 2018
253043117 Nicodemus, Svajunas 3.24 2021
253047293 Seymoure, Tamaz 3.26 2020
253062000 Lebaugh, Lorien 2.32 2020
253063702 Falvo, Serine 1.67 2020
253071832 Abbruzzese, Ivanca 2.35 2019
253080949 Welcome, Josh 1.09 2020
253088788 Taplin, Yasiel 4.03 2021
253098334 Ferenc, Cosme 2.81 2021
253102965 Ontko, Pancracio 4.88 2018
253103689 Isett, Iliass 1.34 2021
253111483 Tresler, Chiquita 4.49 2019
253117195 Hoffa, Arouna 0.27 2019
253125283 Dossous, Tirma 2.39 2019
253140761 Norrie, Leoma 4.31 2022
253150600 Draper, Czeslawa 1.12 2022
253164123 Diazdeleon, Alipio 2.40 2021
253177193 Kubley, Galyna 2.35 2020
253177081 Galin, Ajaz 2.77 2022
253191034 Zenger, Alazne 3.31 2020
253208116 Cusumano, Liberata 1.72 2021
253209183 Kur, Sinuhe 1.65 2020
253219169 Rehmeier, Meiqin 2.43 2022
253221559 Fram, Augusto 0.78 2018
253222538 Peralta, Ihsan 0.60 2019
253224575 Vroom, Yves 3.76 2022
253228449 Coudriet, Rosabel 1.71 2019
253237304 Sweany, Sunamita 1.30 2019
253240204 Ince, Maristela 2.04 2022
253260183 Kowalik, Kathrin 2.62 2019
253262214 Quicho, Salka 3.57 2021
253273956 Dunnigan, Adnan 1.17 2020
253276731 Musemeche, Eugenia 0.22 2022
253278502 Embery, Noman 1.20 2019
253279783 Altew, Neftali 2.96 2021
253285808 Misty, Adnan 4.99 2019
253296969 Melendes, Rahima 0.26 2018
253299078 Stucker, Valquiria 3.59 2019
253301331 Fern, Theron 3.68 2019
253309107 Borrello, Yoana 1.63 2022
253313945 Plattsmier, Goreti 3.69 2021
253322001 Goff, Daoud 2.93 2021
253327702 Kimbell, Carlyn 3.83 2018
253336173 Pagett, Minko 3.04 2018
253351508 Hendy, Keren 0.49 2019
253381175 Paetzold, Iratxe 0.44 2018
253401962 Servano, Jinfu 3.69 2018
253401324 Leerar, Kanisha 1.68 2019
253401990 Pov, Almamy 2.35 2018
253402093 Corbi, Nahla 0.80 2022
253424739 Cauley, Yanjun 2.86 2020
253426198 Wachsmuth, Sergej 3.12 2018
253450732 Llamas, Cintia 2.66 2022
253469345 Ohlemacher, Eleanora 4.58 2022
253473995 Gilbert, Igoris 2.59 2018
253480481 Kinlin, Bertin 0.03 2021
253481020 Kaye, Aisam 1.09 2018
253512073 Niedermeier, Sirin 1.54 2018
253522689 Anderton, Ichrak 1.93 2019
253537568 Curit, Keshia 1.88 2020
253543885 Medrano, Valentina 4.25 2020
253544407 Shird, Xianmei 0.50 2021
253557930 Keaney, Olau 1.61 2021
253573086 Shumaker, Yajing 2.92 2020
253592534 Santti, Rumilda 2.61 2022
253618198 Sullenger, Risa 1.76 2018
253619792 Spiering, Elisabel 0.02 2020
253630159 Israels, Sandalio 2.69 2022
253653690 Lampe, Nieva 2.83 2020
253663655 Hutcherson, Zakarya 2.13 2020
253676614 Wiemann, Sharan 4.39 2020
253685343 Gellis, Idoya 4.52 2020
253685617 Deluz, Ardiel 3.71 2019
253703270 Idol, Gica 3.45 2022
253706643 Bay, Xuban 3.33 2022
253711524 Cowder, Rie 3.74 2018
253757526 Ertman, Cinderella 4.77 2022
253761946 Maschino, Iara 1.40 2020
253763857 Olexa, Chaker 0.63 2019
253767366 Lashutva, Gintare 4.88 2022
253784354 Liljeberg, Inoa 1.43 2022
253790127 Sinstack, Wijdan 1.05 2019
253793435 Andrian, Imerio 3.63 2022
253799445 Mandley, Jamar 4.94 2020
253800614 Pistone, Karyl 2.62 2019
253823023 Danes, Herculano 4.46 2018
253827963 Ours, Qiuping 3.43 2018
253829724 Ganaway, Basharat 3.15 2019
253829690 Starnaud, Itsasne 3.41 2020
253881563 Mulac, Patrik 4.45 2018
253886245 Tello, Leah 2.79 2022
253896023 Niedecken, Pritivi 2.12 2019
253898971 Hellstrom, Roma 4.31 2019
253902444 Otool, Oghogho 0.92 2020
253905554 Rubal, Faviola 4.11 2019
253906658 Cabal, Sashko 4.04 2018
253971233 Slaboda, Soo 4.77 2020
253993087 Velaquez, Zornitsa 1.08 2022
254040497 Hearne, Abderrazek 1.88 2021
254041791 Spalla, Rutha 2.94 2018
254048971 Ebbesen, Alfonsina 0.52 2022
254065391 Eayrs, Marica 1.92 2018
254084547 Klingelhoets, Lijin 4.67 2021
254086838 Chinskey, Donatila 3.88 2022
254093603 Zettler, Badea 3.76 2019
254103960 Ezekiel, Xiaohui 0.46 2022
254131233 Helgesen, Amie 2.87 2019
254134457 Nathanson, Lynette 4.14 2022
254174329 Marabella, Neyla 0.75 2018
254178883 Marlette, Chiquinquira 0.22 2018
254192962 Warne, Innocent 4.73 2018
254192572 Colins, Eunice 1.81 2022
254219562 Kober, Neculina 3.91 2021
254221182 Lauby, Enea 0.76 2019
254226227 Fuoco, Anam 4.61 2018
254233160 Astrup, Dioselina 2.72 2022
254240965 Killeagle, Anke 4.76 2018
254255538 Presume, Lavonna 1.35 2020
254260853 Dodich, Ansumana 1.89 2018
254260321 Bellisle, Rae 3.18 2019
254268164 Kaz, Arseni 4.86 2020
254268855 Hokula, Ilko 2.30 2018
254276093 Necessary, Soufian 1.96 2018
254301004 Engles, Yosu 3.10 2020
254304842 Samia, Agatoclio 0.74 2018
254307245 Gaetke, Querubin 0.69 2022
254307968 Orris, Judas 3.40 2022
254329977 Bookter, Hamsa 2.13 2020
254331517 Lanzo, Flore 4.42 2018
254350536 Petrich, Zhana 4.99 2022
254354629 Hornes, Nancie 3.58 2019
254373583 Poulos, Venancio 2.34 2020
254407454 Gupton, Glinda 2.63 2019
254408744 Affelt, Primavera 1.30 2020
254423555 Weyrick, Merlinda 3.91 2022
254433376 Collica, Icram 0.17 2019
254457332 Teitsort, Nassima 0.81 2019
254466551 Bogatay, Florindo 1.28 2020
254469235 Bacigalupi, Shanae 0.33 2022
254478678 Finocan, Wasima 2.60 2019
254493459 Ohlhauser, Lansana 4.35 2019
254509690 Luetkemeyer, Yixin 3.37 2020
254510411 Hefel, Shea 4.04 2019
254512567 Shambley, Rachida 0.98 2022
254521282 Tignor, Adella 3.46 2019
254555640 Bohringer, Aksana 2.42 2019
254564982 Gomes, Lesli 0.67 2020
254564418 Ahlfield, Wenyuan 0.34 2018
254580817 Coaker, Xuemei 0.29 2018
254584220 Fetherolf, Abderrafie 4.01 2019
254593222 Jacquem, Hajjaj 1.49 2022
254599581 Laseter, Karl 2.32 2018
254599340 Mishkin, Diamela 1.92 2021
254617267 Bookter, Vasilev 4.43 2018
254628295 Bias, Nadka 0.32 2022
254630702 Mantle, Dilbag 3.38 2022
254632383 Nickol, Narcis 3.84 2018
254633122 Wassmann, Anays 0.93 2022
254637411 Massari, Giacomo 2.59 2018
254648846 Prigg, Telesforo 0.18 2021
254674960 Mugg, Gimena 4.48 2021
254706183 Powal, Jaspal 4.39 2022
254707224 Frush, Angelita 2.95 2019
254723299 Spotwood, Dionisio 2.16 2018
254739780 Vey, Mabrouka 2.29 2019
254751112 Foshay, Cesaria 3.32 2021
254757717 Sambrano, Jocelyne 4.06 2022
254762303 Womeldorff, Azad 0.47 2018
254774705 Tallon, Tamou 2.14 2021
254788271 Heese, Alizia 4.10 2020
254788332 Poinsette, Guohua 4.68 2020
254818331 Wisotzkey, Thanh 4.24 2019
254848590 Stallcup, Maybelle 3.59 2019
254851318 Medows, Borgia 4.18 2020
254859392 Neufville, Jessie 2.07 2018
254891282 Jhanson, Oliwia 4.32 2018
254907099 Christofferso, Jaquelin 1.65 2018
254939503 Paullin, Maki 1.22 2021
254973389 Siddiqi, Enna 3.10 2019
254985890 Alvino, Ting 0.13 2018
254993397 Portilla, Alexa 2.74 2018
255003510 Dilibero, Minda 1.19 2019
255005565 Siert, Frederik 3.88 2022
255011483 Wheater, Josephina 3.71 2020
255020571 Cominsky, Eryk 4.14 2021
255032108 Hermez, Iluminada 1.35 2019
255033864 Follette, Eddin 0.02 2021
255037458 Zaiss, Maryland 4.47 2019
255050435 Wheeington, Bruce 1.73 2018
255068595 Applebaum, Dahab 4.36 2021
255074355 Anders, Ikbal 1.22 2018
255080144 Blincoe, Radames 0.66 2019
255086874 Denet, Raghbir 2.09 2022
255100440 Sabellico, Hocine 4.78 2021
255114695 Fariss, Buford 4.74 2022
255118398 Recchia, Aymen 0.45 2019
255138924 Batty, Abdelasis 4.32 2021
255157573 Fraiser, Stefanny 1.38 2021
255163540 Beltz, Martina 1.01 2019
255208418 Laflin, Avilia 3.68 2018
255216587 Heppell, Xairo 2.01 2022
255228745 Gallentine, Geraxane 1.97 2020
255262312 Muehlbach, Idafe 1.27 2022
255282231 Mercer, Aase 4.14 2018
255286232 Sambrano, Sinead 2.42 2021
255291695 Wellnitz, Alazne 2.19 2019
255302114 Mollett, Maysaa 0.58 2021
255308171 Ancheta, Yagoba 4.82 2021
255309071 Drought, Edris 4.48 2019
255327482 Spanos, Teolindo 4.23 2019
255341061 Woodfield, Azam 4.04 2018
255343344 Sabir, Lucidia 4.20 2022
255355996 Segelhorst, Daisey 4.39 2019
255356670 Permann, Robbyn 2.34 2022
255366388 Reaver, Bilale 1.75 2018
255382241 Venturini, Keesha 1.27 2022
255384350 Olp, Timika 2.35 2019
255390249 Mosier, Set 2.40 2022
255403211 Overgaard, Daina 3.86 2020
255427737 Kettler, Abdelaati 3.59 2021
255459207 Augusta, Iradi 2.68 2022
255464048 Pencek, Virginia 1.63 2019
255482517 Molinas, Kandi 2.40 2022
255485742 Pacenta, Florrie 3.94 2018
255501040 Hollinsworth, Ayoube 3.19 2019
255502179 Ellsbury, Zbigniew 0.35 2020
255503093 Leisey, Lucilia 2.29 2019
255506360 Mancera, Akilah 4.81 2018
255519511 Lasko, Sacha 3.08 2019
255527616 Clausell, Weijun 4.06 2018
255531345 Skalicky, Jerzy 4.42 2020
255534961 Razer, Lucian 1.99 2021
255557651 Luensmann, Aloma 2.77 2018
255563721 Groscost, Oiana 5.00 2019
255570560 Rasley, Alzbeta 2.54 2021
255578889 Dabney, Chadwick 3.98 2022
255580262 Canaway, Zanobi 1.41 2018
255597496 Kehres, Barka 2.98 2020
255605783 Dobberstein, Tamaanant 3.84 2021
255606986 Critzer, Alastair 4.50 2021
255617017 Heidkamp, Silvian 0.84 2021
255624529 Fothergill, Solanyi 1.89 2018
255628628 Ardner, Stephine 2.78 2019
255629548 Shelling, Geovanni 0.99 2022
255631664 Wortley, Teodosio 4.74 2020
255637885 Riveras, Yoni 1.08 2020
255653231 Waren, Souleye 2.10 2020
255658815 Benzee, Ibrain 0.91 2021
255673936 Nabarrete, Gita 2.24 2022
255692148 Obanner, Nicereta 4.98 2018
255715340 Allender, Khaldia 2.12 2021
255719432 Launderville, Rachid 1.29 2021
255733264 Malakai, Jakes 2.99 2021
255736293 Arabia, Loay 4.09 2019
255737372 Ciriello, Creacion 2.44 2020
255743687 Mcray, Tourya 2.50 2019
255744135 Berdugo, Germina 0.18 2022
255750930 Floth, Hanibal 1.45 2022
255753646 Butzer, Riansares 0.88 2020
255802956 Case, Rogers 1.48 2020
255809193 Talamentez, Basiru 4.94 2020
255817821 Banaag, Hilario 1.39 2019
255830895 Puulei, Peñas 0.56 2021
255838744 Gustovich, Diosnel 4.71 2020
255854565 Heslin, Samer 1.82 2020
255855225 Fedler, Neagu 4.41 2019
255861205 Sensmeier, Ja 0.49 2021
255861611 Armantrout, Gianpaolo 4.27 2018
255886472 Savocchia, Romulo 3.00 2019
255900923 Tigue, Essa 4.09 2020
255902728 Applegate, Agapita 0.27 2022
255917263 Wehrle, Agnese 4.08 2018
255935180 Baters, Luvenia 1.74 2020
255940712 Nero, Zakiya 0.76 2018
255948563 Vallez, Ladawn 4.27 2021
255952972 Sharrard, Zakir 3.44 2020
255955109 Koscielak, Yaqin 2.64 2021
255968717 Vietti, Ayla 1.62 2020
255968171 Wilczynski, Hamida 3.69 2018
255977940 Hemphill, Kacie 3.52 2019
255983049 Galashaw, Sardar 3.68 2021
255985322 Mclaurin, Murad 0.35 2018
255988396 Zummo, Young 2.09 2019
255999519 Zaborowski, Fousseyni 1.68 2020
256013890 Varnedore, Tibisay 2.82 2020
256059905 Ruiter, Garth 4.48 2020
256059433 Lapan, Aura 3.79 2018
256073160 Carnell, Sigrun 1.70 2020
256090879 Kaster, Yohandra 0.99 2018
256107367 Carpinteyro, Maxine 1.81 2020
256119975 Struble, Johnette 3.00 2020
256120232 Fernades, Rueben 3.96 2022
256120845 Abramovich, Jenel 0.80 2020
256121900 Westrich, Talha 0.75 2022
256129681 Guilbe, Jiandong 2.67 2018
256136436 Schaich, Dacian 1.28 2021
256154252 Bradway, Ibou 1.72 2022
256159682 Trotti, Rahila 2.49 2018
256165564 Hitchings, Sliman 1.98 2018
256175330 Hoard, Terje 3.97 2021
256187332 Hartel, Doris 4.56 2022
256198360 Dice, Carman 3.26 2019
256200333 Grannis, Maragda 3.20 2022
256202267 Zelazo, Laziz 2.07 2021
256204383 Eilbeck, Vachagan 3.87 2018
256209318 Burgbacher, Anderson 4.32 2018
256225958 Eardley, Porsha 4.28 2021
256226857 Axelsen, Gioconda 4.19 2018
256228869 Riecke, Zdzislaw 0.71 2019
256239624 Boutin, Josebe 1.43 2021
256251882 Lubeck, Palmiro 4.02 2022
256253781 Maberry, Lakeisha 1.74 2018
256280704 Curless, Melissia 0.29 2022
256290448 Romelus, Xenia 4.57 2018
256327425 Mcgehee, Jame 0.51 2018
256328206 Karsnak, Ubaldo 2.10 2019
256330242 Cussen, Lorilee 1.95 2019
256357245 Facello, Monnie 0.40 2021
256363146 Inglin, Aroua 0.72 2021
256377041 Donnellon, Helga 4.34 2019
256379728 Ferr, Ursulina 1.53 2021
256381804 Falwell, Knarik 0.63 2018
256382140 Ink, Narciso 1.44 2020
256390808 Jasionowski, Trancito 0.83 2021
256410837 Sosso, Catrice 0.93 2018
256410891 Mehrens, Cori 2.62 2021
256413567 Andreadis, Stancho 3.09 2022
256434343 Ernster, Vitelio 2.24 2018
256447898 Chon, Rey 2.35 2020
256452900 Vadlamudi, Altea 3.92 2022
256457968 Mucciolo, Sharmila 2.83 2019
256458382 Santiesteban, Oussama 2.03 2020
256461472 Dyals, Vidala 4.13 2021
256473114 Miraflores, Hafid 1.68 2020
256475925 Zaiss, Johana 3.71 2022
256485616 Mcshea, Tereso 1.02 2020
256539537 Yendell, Leon 4.06 2020
256541542 Toledo, Maftei 2.72 2019
256551532 Bialas, Nauman 2.93 2019
256562619 Ziegelbauer, Qianqian 3.21 2021
256566908 Saltourides, Satnam 2.71 2018
256586965 Harborth, Izan 1.41 2022
256607837 Itkin, Delmiro 4.29 2019
256610712 Punihaole, Petter 1.75 2019
256637345 Mingione, Dilson 0.59 2019
256640597 Letze, Imelda 4.13 2019
256645907 Ohlund, Vasilina 4.99 2022
256650658 Kellywood, Xiue 2.01 2021
256654702 Rhynes, Ramir 4.39 2019
256654448 Dieball, Simone 3.22 2022
256662286 Washum, Antenor 0.14 2018
256668131 Coodey, Quim 2.14 2018
256669962 Plautz, Robbie 1.21 2022
256672706 Barvick, Soungalo 4.78 2021
256673100 Stratter, Iaroslav 2.18 2020
256685553 Utt, Guilherme 1.69 2019
256686961 Cordaro, Terri 2.43 2018
256695351 Batista, Efren 1.37 2021
256698492 Mcclelland, Lavera 2.75 2020
256718714 Vandell, Dinah 0.75 2021
256730917 Pierini, Ghizela 1.59 2020
256735420 Dooms, Jerzy 2.97 2022
256757231 Bushmaker, Tijana 2.15 2021
256767974 Sedam, Aruna 2.22 2021
256785105 Mencl, Alasne 2.42 2021
256786611 Pavlas, Athina 2.66 2018
256796699 Piner, Almira 4.04 2021
256799511 Sowada, Shelton 1.34 2019
256811736 Cunas, Amadea 4.90 2022
256819773 Hengst, Silvestre 4.21 2021
256824644 Brilliant, Ike 1.98 2021
256825084 Marlatt, Daylo 4.79 2019
256835108 Goodknight, Yenia 2.16 2021
256835151 Claiborne, Virginia 4.27 2018
256852069 Jeancharles, Janny 4.65 2018
256858583 Dorko, Ennaji 2.61 2022
256865797 Eltzroth, Jagoba 3.55 2021
256867807 Focht, Givi 4.90 2022
256888092 Sherman, Samer 2.10 2018
256902120 Bluestein, Muriel 1.25 2020
256906608 Cavers, Donaciones 4.75 2019
256913163 Ashmore, Laurens 1.91 2021
256931387 Penticoff, Ascension 3.97 2022
256943655 Briddick, Jeramy 1.68 2018
256963048 Manternach, Kyrylo 1.72 2020
256966312 Schleig, Rafaelina 1.71 2020
256967517 Rodenberger, Axier 4.40 2018
256969743 Lamia, Lennart 1.19 2022
256975189 Hejl, Liuba 0.84 2021
256978643 Hoskey, Candance 4.74 2022
256984242 Nyland, Yannik 3.05 2022
256985972 Mckanic, Sergei 0.79 2019
256986562 Taylar, Ajit 4.33 2020
257005011 Alcantas, Ahcene 2.97 2021
